Chromosome	Start	End	width	strand	bases	gc	mappability	blacklist	residual	arm	bin
chr1	5600001	5700000	100000	*	100	47.046	89.0335	0	-0.00807899845111992	1p	32
chr1	5700001	5800000	100000	*	100	51.083	90.7334	0	-0.0311803957834767	1p	33
chr1	5900001	6000000	100000	*	100	49.296	95.2596	0	-0.0183533158164048	1p	34
chr1	6000001	6100000	100000	*	100	55.532	92.1737	0	0.0198031010932522	1p	35
chr1	6100001	6200000	100000	*	100	55.232	89.5526	0	-0.056941302747261	1p	36
chr1	6200001	6300000	100000	*	100	56.391	89.744	0	-0.00910354710975569	1p	37
chr1	6300001	6400000	100000	*	100	53.04	79.7772	0	0.0377000079797799	1p	38
chr1	6400001	6500000	100000	*	100	58.107	77.4393	0	0.00809411800557436	1p	39
chr1	6500001	6600000	100000	*	100	52.71	81.3523	0	0.0329210131292043	1p	40
chr1	6600001	6700000	100000	*	100	48.978	83.8579	0	-0.0344958532751704	1p	41
chr1	6700001	6800000	100000	*	100	46.513	80.2696	0	-0.0527218865741541	1p	42
chr1	6800001	6900000	100000	*	100	41.148	92.9534	0	0.0411055732220585	1p	43
chr1	6900001	7000000	100000	*	100	48.644	92.7279	0	-0.00212307250704952	1p	44
chr1	7000001	7100000	100000	*	100	48.364	94.755	0	3.78788278979081e-05	1p	45
chr1	7100001	7200000	100000	*	100	46.281	90.9093	0	0.0112533987132136	1p	46
chr1	7200001	7300000	100000	*	100	44.451	92.2457	0	-0.0272459102031022	1p	47
chr1	7300001	7400000	100000	*	100	46.59	93.0525	0	-0.0244866004309592	1p	48
chr1	7400001	7500000	100000	*	100	52.98	90.9891	0	0.0271408776989615	1p	49
chr1	7500001	7600000	100000	*	100	52.689	91.7544	0	-0.023099961590952	1p	50
chr1	7600001	7700000	100000	*	100	54.53	89.6845	0	0.0223268612201591	1p	51
chr1	7700001	7800000	100000	*	100	43.971	89.4146	0	-0.0355477889193158	1p	52
chr1	7800001	7900000	100000	*	100	42.566	86.8883	0	-0.0192263361853859	1p	53
chr1	7900001	8000000	100000	*	100	45.383	79.6447	0	-0.0355314766545861	1p	54
chr1	8000001	8100000	100000	*	100	43.148	83.4272	0	0.00534879505428654	1p	55
chr1	8100001	8200000	100000	*	100	45.684	81.023	0	-0.0305010444177096	1p	56
chr1	8200001	8300000	100000	*	100	47.765	78.1265	0	0.00158702965229057	1p	57
chr1	8300001	8400000	100000	*	100	49.666	90.3485	0	-0.011276815910079	1p	58
chr1	8400001	8500000	100000	*	100	42.754	88.1602	0	0.0134280880207766	1p	59
chr1	8500001	8600000	100000	*	100	40.737	89.2	0	0.0311247589975658	1p	60
chr1	8600001	8700000	100000	*	100	39.978	81.7067	0	0.00687161066052255	1p	61
chr1	8700001	8800000	100000	*	100	41.176	84.7215	0	-0.0109176512638068	1p	62
chr1	8800001	8900000	100000	*	100	47.082	77.8513	0	-0.0292755624743551	1p	63
chr1	9000001	9100000	100000	*	100	48.912	83.2372	0	-0.00850825993199494	1p	64
chr1	9100001	9200000	100000	*	100	50.485	83.132	0	-0.0142433628635567	1p	65
chr1	9200001	9300000	100000	*	100	51	88.0395	0	0.00839304458023427	1p	66
chr1	9300001	9400000	100000	*	100	54.14	90.3974	0	0.0474530080093615	1p	67
chr1	9400001	9500000	100000	*	100	49.84	81.7666	0	0.0457495410902476	1p	68
chr1	9600001	9700000	100000	*	100	51.966	80.0975	0	-0.00634937590350543	1p	69
chr1	9700001	9800000	100000	*	100	49.4	80.0934	0	-0.0187784334540739	1p	70
chr1	9800001	9900000	100000	*	100	50.398	82.0781	0	-0.00708822023361405	1p	71
chr1	9900001	10000000	100000	*	100	46.759	71.5629	0	0.0078363222162946	1p	72
chr1	10000001	10100000	100000	*	100	45.387	74.1777	0	0.0105464481360202	1p	73
chr1	10100001	10200000	100000	*	100	44.042	77.566	0	0.0315531484922527	1p	74
chr1	10200001	10300000	100000	*	100	42.193	81.0695	0	-0.00878565812375043	1p	75
chr1	10300001	10400000	100000	*	100	43.578	82.824	0	0.0306405542928322	1p	76
chr1	10400001	10500000	100000	*	100	47.522	76.9174	0	0.0329187408500362	1p	77
chr1	10500001	10600000	100000	*	100	43.135	88.4815	0	-0.00917696267155138	1p	78
chr1	10600001	10700000	100000	*	100	56.837	96.5599	0	-0.0854862673622987	1p	79
chr1	10700001	10800000	100000	*	100	54.553	94.2797	0	-0.0133232642571104	1p	80
chr1	10800001	10900000	100000	*	100	52.039	89.1237	0	-0.0297574446227297	1p	81
chr1	10900001	11000000	100000	*	100	51.556	82.7262	0	0.0328596863110701	1p	82
chr1	11000001	11100000	100000	*	100	48.261	75.4859	0	0.009729046502998	1p	83
chr1	11100001	11200000	100000	*	100	45.032	81.9384	0	0.0784798587636707	1p	84
chr1	11200001	11300000	100000	*	100	45.528	82.6163	0	0.0157866847959124	1p	85
chr1	11300001	11400000	100000	*	100	51.319	84.1771	0	0.0502219370211537	1p	86
chr1	11400001	11500000	100000	*	100	50.852	90.0596	0	0.0479805518260311	1p	87
chr1	11500001	11600000	100000	*	100	50.84	92.2491	0	0.0287440519619893	1p	88
chr1	11600001	11700000	100000	*	100	53.323	85.7587	0	-0.00322537985621962	1p	89
chr1	11700001	11800000	100000	*	100	53.344	85.3656	0	0.02829278373484	1p	90
chr1	11800001	11900000	100000	*	100	50.288	87.0809	0	0.00204365985765131	1p	91
chr1	11900001	12000000	100000	*	100	51.602	77.3152	0	0.0110797293119704	1p	92
chr1	12000001	12100000	100000	*	100	51.513	82.0093	0	0.062402561758481	1p	93
chr1	12100001	12200000	100000	*	100	52.694	88.0822	0	0.062572860249051	1p	94
chr1	12200001	12300000	100000	*	100	44.911	85.2464	0	0.0244545439839031	1p	95
chr1	12300001	12400000	100000	*	100	41.171	86.2352	0	0.0748935229254835	1p	96
chr1	12400001	12500000	100000	*	100	42.747	94.4348	0	0.0688732472931511	1p	97
chr1	12500001	12600000	100000	*	100	50.413	87.0465	0	-0.0448030923644095	1p	98
chr1	12600001	12700000	100000	*	100	47.085	85.8202	0	0.00480760818021242	1p	99
chr1	12700001	12800000	100000	*	100	44.363	75.0796	0	0.0427476788691742	1p	100
chr1	13400001	13500000	100000	*	100	47.877	74.1545	0	0.00251121090176099	1p	101
chr1	13500001	13600000	100000	*	100	47.258	80.1423	0	-0.0211502348759833	1p	102
chr1	13600001	13700000	100000	*	100	43.546	80.2109	0	0.00299688001098242	1p	103
chr1	13700001	13800000	100000	*	100	41.364	94.707	0	-0.0220050353703948	1p	104
chr1	13800001	13900000	100000	*	100	45.771	88.0451	0	-0.0143832408706998	1p	105
chr1	13900001	14000000	100000	*	100	43.065	90.2875	0	-0.00177242776148551	1p	106
chr1	14000001	14100000	100000	*	100	42.228	90.0865	0	0.0383051938008441	1p	107
chr1	14100001	14200000	100000	*	100	43.331	92.5129	0	-0.0268051670946791	1p	108
chr1	14200001	14300000	100000	*	100	41.38	89.651	0	0.0193400334826462	1p	109
chr1	14300001	14400000	100000	*	100	41.976	83.8202	0	0.0129816414841964	1p	110
chr1	14400001	14500000	100000	*	100	43.149	91.7406	0	-0.00113480397908933	1p	111
chr1	14500001	14600000	100000	*	100	44.628	91.5151	0	0.00359471879601653	1p	112
chr1	14600001	14700000	100000	*	100	45.667	93.02	0	-0.00314777030704194	1p	113
chr1	14700001	14800000	100000	*	100	47.617	91.8481	0	0.0368462288103293	1p	114
chr1	14800001	14900000	100000	*	100	48.175	92.0805	0	0.0469295177887759	1p	115
chr1	14900001	15000000	100000	*	100	51.764	86.5701	0	0.0584740128761516	1p	116
chr1	15000001	15100000	100000	*	100	51.412	90.5506	0	0.00704133187704448	1p	117
chr1	15100001	15200000	100000	*	100	49.15	89.9994	0	0.00211545862402096	1p	118
chr1	15200001	15300000	100000	*	100	45.744	88.459	0	-0.00393460202732887	1p	119
chr1	15300001	15400000	100000	*	100	48.673	87.1745	0	0.0295565993575615	1p	120
chr1	15400001	15500000	100000	*	100	50.694	81.7312	0	-0.0523215614517609	1p	121
chr1	15500001	15600000	100000	*	100	46.049	81.2079	0	-0.0155126780425022	1p	122
chr1	15600001	15700000	100000	*	100	45.17	80.4894	0	0.0180227753325418	1p	123
chr1	15700001	15800000	100000	*	100	53.952	79.1056	0	0.0428462221293374	1p	124
chr1	15800001	15900000	100000	*	100	45.232	73.904	0	-0.0819426013175809	1p	125
chr1	15900001	16000000	100000	*	100	47.688	88.3479	0	-0.0327212686987703	1p	126
chr1	16000001	16100000	100000	*	100	56.588	83.9338	0	-0.00555532212458726	1p	127
chr1	16100001	16200000	100000	*	100	54.044	85.0402	0	0.00937667898697947	1p	128
chr1	16200001	16300000	100000	*	100	48.681	84.6753	0	-0.0183805166673203	1p	129
chr1	16300001	16400000	100000	*	100	46.083	74.9687	0	0.0189279560302382	1p	130
chr1	16400001	16500000	100000	*	100	50.243	74.8829	0	-0.0257321433367022	1p	131
chr1	16900001	17000000	100000	*	100	55.041	73.084	0	NA	1p	132
chr1	17000001	17100000	100000	*	100	48.779	87.3375	0	-0.0173593077693222	1p	133
chr1	17100001	17200000	100000	*	100	48.748	88.5884	0	-0.0152613882040474	1p	134
chr1	17200001	17300000	100000	*	100	51.251	91.5783	0	0.0120577937387838	1p	135
chr1	17300001	17400000	100000	*	100	49.9	84.2624	0	0.00434756225560984	1p	136
chr1	17400001	17500000	100000	*	100	49.979	73.2424	0	-0.0092297864907771	1p	137
chr1	17500001	17600000	100000	*	100	52.183	85.7127	0	0.0161073773590211	1p	138
chr1	17600001	17700000	100000	*	100	55.162	95.7589	0	0.00715031554047085	1p	139
chr1	17700001	17800000	100000	*	100	50.831	92.9969	0	-0.0068278274550031	1p	140
chr1	17800001	17900000	100000	*	100	48.1	92.6295	0	-0.0446636248394877	1p	141
chr1	17900001	18000000	100000	*	100	47.699	94.2864	0	-0.00605923219348659	1p	142
chr1	18000001	18100000	100000	*	100	48.76	95.5059	0	0.00444387134780599	1p	143
chr1	18100001	18200000	100000	*	100	50.657	94.3408	0	0.0320124334532799	1p	144
chr1	18200001	18300000	100000	*	100	49.324	95.9444	0	0.00292642732075077	1p	145
chr1	18300001	18400000	100000	*	100	49.664	96.7036	0	0.00646356552830152	1p	146
chr1	18400001	18500000	100000	*	100	47.425	92.4293	0	-0.0194679941743246	1p	147
chr1	18500001	18600000	100000	*	100	47.175	91.2458	0	-0.0483333455947961	1p	148
chr1	18600001	18700000	100000	*	100	51.275	92.6833	0	-0.0646571684058149	1p	149
chr1	18700001	18800000	100000	*	100	49.81	93.9561	0	0.0118058904868505	1p	150
chr1	18800001	18900000	100000	*	100	52.548	94.5153	0	0.0258768750378737	1p	151
chr1	18900001	19000000	100000	*	100	50.863	93.1714	0	-0.0167587999595564	1p	152
chr1	19000001	19100000	100000	*	100	49.696	91.6815	0	0.00800244658806015	1p	153
chr1	19100001	19200000	100000	*	100	42.628	94.8398	0	0.0500314521036063	1p	154
chr1	19200001	19300000	100000	*	100	47.23	82.4667	0	-0.0346361776877828	1p	155
chr1	19300001	19400000	100000	*	100	52.319	91.251	0	0.00677958188990746	1p	156
chr1	19400001	19500000	100000	*	100	47.49	90.9654	0	0.0211535281833155	1p	157
chr1	19500001	19600000	100000	*	100	45.166	75.3229	0	-0.00859710078201797	1p	158
chr1	19600001	19700000	100000	*	100	49.54	86.819	0	-0.0111483297818927	1p	159
chr1	19700001	19800000	100000	*	100	48.514	87.2777	0	0.0409014145966097	1p	160
chr1	19800001	19900000	100000	*	100	43.625	84.7433	0	-0.0343071399528094	1p	161
chr1	19900001	20000000	100000	*	100	45.537	83.2629	0	0.0630918009970468	1p	162
chr1	20000001	20100000	100000	*	100	43.051	80.1572	0	-0.0144949048428957	1p	163
chr1	20100001	20200000	100000	*	100	49.438	90.6063	0	-0.0191725109557605	1p	164
chr1	20200001	20300000	100000	*	100	46.558	92.0987	0	0.0297627518897274	1p	165
chr1	20300001	20400000	100000	*	100	49.94	95.4478	0	0.00813253282274995	1p	166
chr1	20400001	20500000	100000	*	100	49.581	94.0911	0	0.0162729773659835	1p	167
chr1	20500001	20600000	100000	*	100	47.632	81.8804	0	0.00475173185522315	1p	168
chr1	20600001	20700000	100000	*	100	50.046	82.7796	0	-0.00521160361975581	1p	169
chr1	20700001	20800000	100000	*	100	47.128	87.1216	0	-0.0796475785845652	1p	170
chr1	20800001	20900000	100000	*	100	40.054	83.4741	0	-0.00573435054551119	1p	171
chr1	20900001	21000000	100000	*	100	37.523	89.7187	0	-0.00819936071834515	1p	172
chr1	21000001	21100000	100000	*	100	39.588	84.7177	0	-0.00334363345445404	1p	173
chr1	21100001	21200000	100000	*	100	42.09	81.2701	0	-0.0342668169132976	1p	174
chr1	21200001	21300000	100000	*	100	50.787	83.4617	0	0.0401388899601368	1p	175
chr1	21300001	21400000	100000	*	100	50.09	81.0393	0	0.0207268863166558	1p	176
chr1	21500001	21600000	100000	*	100	52.611	85.6525	0	0.0182069453765845	1p	177
chr1	21600001	21700000	100000	*	100	52.665	91.7025	0	-0.0119128216437811	1p	178
chr1	21700001	21800000	100000	*	100	42.788	80.3748	0	-0.0210328213010935	1p	179
chr1	21800001	21900000	100000	*	100	55.329	87.1784	0	0.0306185492109953	1p	180
chr1	21900001	22000000	100000	*	100	51.734	72.775	0	-0.069451630618165	1p	181
chr1	22000001	22100000	100000	*	100	45.212	73.8291	0	-0.0495620649599029	1p	182
chr1	22100001	22200000	100000	*	100	51.692	92.4201	0	0.0361999705907684	1p	183
chr1	22200001	22300000	100000	*	100	51.893	94.746	0	-0.00870403669656022	1p	184
chr1	22300001	22400000	100000	*	100	48.12	90.8797	0	0.0237061629340982	1p	185
chr1	22400001	22500000	100000	*	100	43.101	90.3386	0	-0.00821194785081286	1p	186
chr1	22500001	22600000	100000	*	100	52.035	95.923	0	-0.00693892309907468	1p	187
chr1	22600001	22700000	100000	*	100	51.243	92.8631	0	-0.0175865976298403	1p	188
chr1	22700001	22800000	100000	*	100	51.716	94.1648	0	0.00115865508067253	1p	189
chr1	22800001	22900000	100000	*	100	51.864	92.9001	0	0.0492632299017318	1p	190
chr1	22900001	23000000	100000	*	100	47.493	83.8083	0	0.00452657297297909	1p	191
chr1	23000001	23100000	100000	*	100	41.496	87.7945	0	0.00986632181211999	1p	192
chr1	23100001	23200000	100000	*	100	43.998	83.6822	0	-0.00912052950111308	1p	193
chr1	23200001	23300000	100000	*	100	45.161	81.1706	0	-0.00716952971856877	1p	194
chr1	23300001	23400000	100000	*	100	43.562	83.8438	0	-0.00623096988780097	1p	195
chr1	23400001	23500000	100000	*	100	49.313	84.9082	0	0.0513956767611891	1p	196
chr1	23500001	23600000	100000	*	100	49.622	83.9855	0	0.0485056951309032	1p	197
chr1	23600001	23700000	100000	*	100	48.395	78.574	0	0.0479750307786002	1p	198
chr1	23700001	23800000	100000	*	100	47.272	78.9702	0	0.0209124211440872	1p	199
chr1	23800001	23900000	100000	*	100	46.582	75.344	0	0.036369622181152	1p	200
chr1	23900001	24000000	100000	*	100	45.302	75.5067	0	-0.0470665685476716	1p	201
chr1	24000001	24100000	100000	*	100	48.211	82.3174	0	0.0309476181597341	1p	202
chr1	24100001	24200000	100000	*	100	49.061	88.3769	0	-0.00664029504083169	1p	203
chr1	24200001	24300000	100000	*	100	46.864	83.8255	0	0.0299233679410139	1p	204
chr1	24300001	24400000	100000	*	100	47.479	94.5688	0	0.0410668805002473	1p	205
chr1	24400001	24500000	100000	*	100	44.282	89.3086	0	0.0341483484643847	1p	206
chr1	24500001	24600000	100000	*	100	45.777	84.6595	0	-0.0211170491806084	1p	207
chr1	24600001	24700000	100000	*	100	43.848	80.8816	0	-0.0186835654297697	1p	208
chr1	24700001	24800000	100000	*	100	45.618	76.3981	0	-0.00301853306154387	1p	209
chr1	24800001	24900000	100000	*	100	44.283	84.2886	0	-0.0573847637663191	1p	210
chr1	24900001	25000000	100000	*	100	53.745	97.2661	0	0.0101085504553854	1p	211
chr1	25000001	25100000	100000	*	100	51.576	93.7568	0	0.0449122652320413	1p	212
chr1	25100001	25200000	100000	*	100	46.654	87.1145	0	0.00951210784533452	1p	213
chr1	25400001	25500000	100000	*	100	42.89	78.7622	0	-0.0991092136668513	1p	214
chr1	25500001	25600000	100000	*	100	51.307	84.5709	0	0.0531014924569181	1p	215
chr1	25600001	25700000	100000	*	100	46.701	87.858	0	0.0138809292821497	1p	216
chr1	25700001	25800000	100000	*	100	50.834	91.8423	0	0.0304596700101057	1p	217
chr1	25800001	25900000	100000	*	100	49.417	86.9143	0	0.00515075934234055	1p	218
chr1	25900001	26000000	100000	*	100	46.326	84.2108	0	0.0229560425127753	1p	219
chr1	26000001	26100000	100000	*	100	49.969	86.2897	0	0.0180078525086438	1p	220
chr1	26100001	26200000	100000	*	100	48.781	83.7826	0	-0.0199217257867897	1p	221
chr1	26200001	26300000	100000	*	100	48.64	83.6603	0	0.00179534663148967	1p	222
chr1	26300001	26400000	100000	*	100	50.754	81.8382	0	0.024277877831644	1p	223
chr1	26400001	26500000	100000	*	100	46.528	79.4522	0	0.0319086278173419	1p	224
chr1	26500001	26600000	100000	*	100	50.47	78.1909	0	0.032644996432186	1p	225
chr1	26600001	26700000	100000	*	100	45.291	74.1114	0	-0.0619265275896183	1p	226
chr1	26700001	26800000	100000	*	100	45.698	87.6629	0	0.0643655555294333	1p	227
chr1	26800001	26900000	100000	*	100	50.65	76.6579	0	0.0821035291009553	1p	228
chr1	26900001	27000000	100000	*	100	49.523	77.9043	0	0.0138134268058329	1p	229
chr1	27000001	27100000	100000	*	100	50.514	76.7096	0	0.0604772267391993	1p	230
chr1	27100001	27200000	100000	*	100	49.659	79.0881	0	0.0353295602425674	1p	231
chr1	27200001	27300000	100000	*	100	45.265	74.2514	0	-0.0143037391439397	1p	232
chr1	27300001	27400000	100000	*	100	53.893	86.6043	0	0.0190898315658499	1p	233
chr1	27400001	27500000	100000	*	100	44.915	79.228	0	0.0227088772655251	1p	234
chr1	27500001	27600000	100000	*	100	54.838	91.0235	0	0.0437305854864478	1p	235
chr1	27600001	27700000	100000	*	100	50.024	84.3931	0	0.0154699853472775	1p	236
chr1	27700001	27800000	100000	*	100	43.534	78.1223	0	0.0258685996525087	1p	237
chr1	27800001	27900000	100000	*	100	46.769	77.3295	0	0.085805658348341	1p	238
chr1	27900001	28000000	100000	*	100	46.583	82.5867	0	-0.00797922065981649	1p	239
chr1	28000001	28100000	100000	*	100	39.091	83.7916	0	-0.00843587127553186	1p	240
chr1	28100001	28200000	100000	*	100	47.111	79.1029	0	0.0646963341591417	1p	241
chr1	28200001	28300000	100000	*	100	46.066	77.2547	0	0.00343563141557057	1p	242
chr1	28400001	28500000	100000	*	100	42.35	77.8957	0	-0.01982781424799	1p	243
chr1	28700001	28800000	100000	*	100	45.557	75.7661	0	0.00835248442484571	1p	244
chr1	28800001	28900000	100000	*	100	50.231	81.4628	0	0.0409696336035357	1p	245
chr1	28900001	29000000	100000	*	100	41.708	80.7728	0	-0.0250979316938915	1p	246
chr1	29000001	29100000	100000	*	100	39.845	82.0044	0	0.0227931324054903	1p	247
chr1	29100001	29200000	100000	*	100	47.979	78.8127	0	-0.0373776447753831	1p	248
chr1	29200001	29300000	100000	*	100	49.667	89.3288	0	0.0279165614904072	1p	249
chr1	29300001	29400000	100000	*	100	49.806	91.3531	0	0.0116851259318203	1p	250
chr1	29400001	29500000	100000	*	100	48.231	89.9468	0	-0.000685198618861627	1p	251
chr1	29500001	29600000	100000	*	98.398	48.6483465111079	95.5131	0	-0.0398666633491758	1p	252
chr1	29600001	29700000	100000	*	100	46.756	93.7634	0	-0.0260372549410052	1p	253
chr1	29700001	29800000	100000	*	100	47.819	90.3629	0	-0.0217805359777752	1p	254
chr1	29800001	29900000	100000	*	100	47.503	96.5868	0	-0.0346769473059353	1p	255
chr1	29900001	30000000	100000	*	100	47.208	92.237	0	0.0142666485271343	1p	256
chr1	30000001	30100000	100000	*	100	48.951	94.9405	0	-0.0119863073281873	1p	257
chr1	30100001	30200000	100000	*	100	47.547	92.6821	0	0.00925015378283911	1p	258
chr1	30200001	30300000	100000	*	100	46.907	91.132	0	0.00830578188543618	1p	259
chr1	30300001	30400000	100000	*	100	48.35	93.3436	0	-0.026900074504856	1p	260
chr1	30400001	30500000	100000	*	100	47.96	77.6189	0	0.0733847656198304	1p	261
chr1	30500001	30600000	100000	*	100	45.031	88.2814	0	0.0076934453732016	1p	262
chr1	30600001	30700000	100000	*	100	49.778	94.7781	0	0.0227136197537652	1p	263
chr1	30700001	30800000	100000	*	100	53.07	94.8552	0	0.0290834424484074	1p	264
chr1	30800001	30900000	100000	*	100	51.132	92.2581	0	0.035704426121656	1p	265
chr1	30900001	31000000	100000	*	100	43.674	89.2868	0	-0.0109565465023429	1p	266
chr1	31000001	31100000	100000	*	100	42.906	78.9785	0	-0.0324615165148731	1p	267
chr1	31100001	31200000	100000	*	100	48.568	71.2755	0	0.00292132534335754	1p	268
chr1	31200001	31300000	100000	*	100	46.271	82.0425	0	-0.00557287485806457	1p	269
chr1	31300001	31400000	100000	*	100	44.453	87.2222	0	0.0277908955050017	1p	270
chr1	31400001	31500000	100000	*	100	46.089	79.5834	0	0.0144119960098577	1p	271
chr1	31500001	31600000	100000	*	100	47.583	86.8563	0	-0.0181867255532727	1p	272
chr1	31600001	31700000	100000	*	100	52.06	95.7434	0	0.00617158815704155	1p	273
chr1	31700001	31800000	100000	*	100	55.803	97.4182	0	0.0620786822774271	1p	274
chr1	31800001	31900000	100000	*	100	44.941	82.1534	0	-0.00488408712097665	1p	275
chr1	31900001	32000000	100000	*	100	44.489	78.5987	0	0.00434080174807783	1p	276
chr1	32100001	32200000	100000	*	100	45.88	81.2328	0	0.0445050673930796	1p	277
chr1	32200001	32300000	100000	*	100	50.871	78.3812	0	0.0421149956784038	1p	278
chr1	32300001	32400000	100000	*	100	49.47	84.1729	0	0.0160285190702766	1p	279
chr1	32400001	32500000	100000	*	100	45.299	72.985	0	0.0424616082228324	1p	280
chr1	32500001	32600000	100000	*	100	44.468	73.4984	0	-0.0470322912658757	1p	281
chr1	32600001	32700000	100000	*	100	44.486	72.6945	0	-0.0509022260897851	1p	282
chr1	32700001	32800000	100000	*	100	51.45	78.9356	0	0.0169417955404985	1p	283
chr1	32800001	32900000	100000	*	100	47.57	86.2134	0	-0.035513151765651	1p	284
chr1	32900001	33000000	100000	*	100	47.29	80.4367	0	0.0595542035362988	1p	285
chr1	33000001	33100000	100000	*	100	46.84	81.909	0	0.0743565452328191	1p	286
chr1	33100001	33200000	100000	*	100	47.436	89.7727	0	-0.0175775850629886	1p	287
chr1	33200001	33300000	100000	*	100	46.658	85.9599	0	-0.0177253453880122	1p	288
chr1	33300001	33400000	100000	*	100	48.676	93.3441	0	-0.000866497380399733	1p	289
chr1	33400001	33500000	100000	*	100	43.177	91.9723	0	0.0036179746306042	1p	290
chr1	33500001	33600000	100000	*	100	43.987	92.2255	0	0.0152755304895317	1p	291
chr1	33600001	33700000	100000	*	100	45.78	90.5487	0	0.0523242065234354	1p	292
chr1	33700001	33800000	100000	*	100	44.805	95.4687	0	0.0339494017336502	1p	293
chr1	33900001	34000000	100000	*	100	47.004	96.5804	0	0.0136495430646651	1p	294
chr1	34000001	34100000	100000	*	100	44.482	87.2197	0	0.0246707457113704	1p	295
chr1	34100001	34200000	100000	*	100	46.505	95.3693	0	-0.0237687510452613	1p	296
chr1	34200001	34300000	100000	*	100	43.273	89.4255	0	0.0311968806197256	1p	297
chr1	34300001	34400000	100000	*	100	41.637	96.4568	0	0.00204469776342042	1p	298
chr1	34400001	34500000	100000	*	100	44.799	95.7646	0	0.00422472221297199	1p	299
chr1	34500001	34600000	100000	*	100	42.265	86.2107	0	0.0201990923629068	1p	300
chr1	34600001	34700000	100000	*	100	45.224	91.1047	0	0.0309247388848819	1p	301
chr1	34700001	34800000	100000	*	100	49.22	95.6052	0	0.019301643133377	1p	302
chr1	34800001	34900000	100000	*	100	45.893	91.7164	0	-0.00778023828586055	1p	303
chr1	34900001	35000000	100000	*	100	44.71	86.0525	0	-0.0469054435263436	1p	304
chr1	35000001	35100000	100000	*	100	41.49	76.6137	0	-0.0530645973649673	1p	305
chr1	35200001	35300000	100000	*	100	41.873	79.7949	0	-0.0455139337511243	1p	306
chr1	35300001	35400000	100000	*	100	38.043	85.112	0	-0.000474194368909664	1p	307
chr1	35400001	35500000	100000	*	100	41.946	86.6888	0	0.0086455728447008	1p	308
chr1	35500001	35600000	100000	*	100	45.772	88.8203	0	-0.0286511134655547	1p	309
chr1	35600001	35700000	100000	*	100	43.62	85.2715	0	0.00811107274824896	1p	310
chr1	35700001	35800000	100000	*	100	44.81	81.7369	0	-0.00865937952850926	1p	311
chr1	35800001	35900000	100000	*	100	43.398	82.4142	0	-0.000908518269695402	1p	312
chr1	35900001	36000000	100000	*	100	39.963	86.9442	0	-0.0166620166678201	1p	313
chr1	36000001	36100000	100000	*	100	43.002	83.7374	0	-0.0737393396233187	1p	314
