Chromosome	Start	End	width	strand	bases	gc	mappability	blacklist	residual	arm	bin
chr1	47000001	48000000	1000000	*	100	46.0638	86.4515	0	0.000772251528259105	1p	38
chr1	48000001	49000000	1000000	*	100	41.5183	89.199	0	0.00173871890283672	1p	39
chr1	49000001	50000000	1000000	*	100	37.5699	83.067	0	0.00743033842013807	1p	40
chr1	51000001	52000000	1000000	*	100	41.1079	85.4114	0	0.0183672057126875	1p	41
chr1	53000001	54000000	1000000	*	100	47.2964	90.4587	0	0.00520817863557255	1p	42
chr1	54000001	55000000	1000000	*	100	48.4937	86.049	0	0.0105073026400179	1p	43
chr1	56000001	57000000	1000000	*	100	40.4437	91.8835	0	-0.00541253235110511	1p	44
chr1	57000001	58000000	1000000	*	100	40.6107	93.5134	0	-0.00833177599577545	1p	45
chr1	58000001	59000000	1000000	*	100	41.7019	89.9731	0	0.0257892157039633	1p	46
chr1	59000001	60000000	1000000	*	100	40.2909	89.5716	0	0.0332032627603003	1p	47
chr1	60000001	61000000	1000000	*	100	38.5882	89.8717	0	0.00584228960296307	1p	48
chr1	61000001	62000000	1000000	*	100	39.9864	89.3139	0	-0.0169600562775378	1p	49
chr1	62000001	63000000	1000000	*	100	40.7032	85.2298	0	-0.0135830046365104	1p	50
chr1	63000001	64000000	1000000	*	100	40.3547	90.4559	0	-0.0106308374417614	1p	51
chr1	64000001	65000000	1000000	*	100	40.6266	90.4538	0	-0.00288055271086435	1p	52
chr1	65000001	66000000	1000000	*	100	39.2518	86.2589	0	0.000736064305798367	1p	53
chr1	66000001	67000000	1000000	*	100	37.7629	89.9509	0	NA	1p	54
chr1	68000001	69000000	1000000	*	100	38.6798	87.5431	0	-0.0284719632124768	1p	55
chr1	69000001	70000000	1000000	*	100	36.1758	88.5942	0	0.00316112317341632	1p	56
chr1	70000001	71000000	1000000	*	100	37.6105	88.3819	0	0.00127854395778104	1p	57
chr1	71000001	72000000	1000000	*	100	36.1607	91.7603	0	0.00359724927651139	1p	58
chr1	72000001	73000000	1000000	*	100	34.7653	91.884	0	-0.0366375648790496	1p	59
chr1	74000001	75000000	1000000	*	100	36.4474	89.2534	0	0.0285147633364745	1p	60
chr1	75000001	76000000	1000000	*	100	37.6241	84.8372	0	-0.0203258624892664	1p	61
chr1	77000001	78000000	1000000	*	100	38.8185	88.0812	0	-0.00557322677499333	1p	62
chr1	78000001	79000000	1000000	*	100	37.2289	87.9751	0	0.0331309603708436	1p	63
chr1	79000001	80000000	1000000	*	100	35.6941	89.6336	0	-0.00977681816855458	1p	64
chr1	80000001	81000000	1000000	*	100	35.0435	90.4931	0	0.012315337411032	1p	65
chr1	81000001	82000000	1000000	*	100	36.6426	93.0584	0	-0.0233087370540416	1p	66
chr1	82000001	83000000	1000000	*	100	36.6172	92.5427	0	-0.007113051081028	1p	67
chr1	83000001	84000000	1000000	*	100	37.378	77.7901	0	NA	1p	68
chr1	84000001	85000000	1000000	*	100	38.9103	91.1444	0	0.00580235731495993	1p	69
chr1	85000001	86000000	1000000	*	100	38.7141	86.1622	0	0.000160696536500637	1p	70
chr1	86000001	87000000	1000000	*	100	38.1598	85.2904	0	0.0114895715734598	1p	71
chr1	87000001	88000000	1000000	*	100	39.2309	92.5456	0	0.0101093206105539	1p	72
chr1	88000001	89000000	1000000	*	100	37.7494	90.605	0	-0.000807992891062648	1p	73
chr1	89000001	90000000	1000000	*	100	39.7117	84.6447	0	0.0214399985280798	1p	74
chr1	90000001	91000000	1000000	*	100	38.5798	89.626	0	0.00690415397269062	1p	75
chr1	91000001	92000000	1000000	*	100	40.7924	82.6926	0	-0.00443926061462779	1p	76
chr1	92000001	93000000	1000000	*	100	39.335	82.1145	0	0.0211594692339566	1p	77
chr1	94000001	95000000	1000000	*	100	41.6843	89.213	0	0.00150294816486685	1p	78
chr1	95000001	96000000	1000000	*	100	38.2658	90.5622	0	-0.0181491028479612	1p	79
chr1	96000001	97000000	1000000	*	100	37.3281	87.8989	0	-0.00432715173844994	1p	80
chr1	97000001	98000000	1000000	*	100	35.2766	93.288	0	0.0527099945757681	1p	81
chr1	98000001	99000000	1000000	*	100	36.3084	91.5974	0	0.0152521724542821	1p	82
chr1	99000001	100000000	1000000	*	100	37.7321	87.8171	0	0.00660369236398772	1p	83
chr1	100000001	101000000	1000000	*	100	38.1488	87.1588	0	0.0415952259042809	1p	84
chr1	101000001	102000000	1000000	*	100	37.2385	91.7033	0	0.0682788878860009	1p	85
chr1	104000001	105000000	1000000	*	100	35.145	87.1815	0	-0.0087554939593833	1p	86
chr1	105000001	106000000	1000000	*	100	34.3689	89.8394	0	-0.0228317105079874	1p	87
chr1	107000001	108000000	1000000	*	100	37.9186	93.1991	0	0.0257216486741805	1p	88
chr1	108000001	109000000	1000000	*	100	40.0372	75.6769	0	-0.0450007035780289	1p	89
chr1	109000001	110000000	1000000	*	100	46.1673	85.1519	0	-0.0101087518377975	1p	90
chr1	110000001	111000000	1000000	*	100	44.449	92.7942	0	0.0144847119515369	1p	91
chr1	111000001	112000000	1000000	*	100	42.2376	89.8352	0	0.0338035476229001	1p	92
chr1	112000001	113000000	1000000	*	100	43.3896	83.4523	0	0.0309957357060362	1p	93
chr1	113000001	114000000	1000000	*	100	39.9391	84.3432	0	0.0103504439353351	1p	94
chr1	114000001	115000000	1000000	*	100	40.631	86.986	0	-0.010251980696135	1p	95
chr1	115000001	116000000	1000000	*	100	41.7383	90.398	0	-0.0038897743172438	1p	96
chr1	116000001	117000000	1000000	*	100	43.0699	86.8401	0	0.0247646013578812	1p	97
chr1	117000001	118000000	1000000	*	100	40.5656	89.3764	0	0.0118172118466572	1p	98
chr1	118000001	119000000	1000000	*	100	38.0234	87.2376	0	0.00938574095030464	1p	99
chr1	119000001	120000000	1000000	*	100	41.6369	84.9402	0	-0.00625666224531274	1p	100
chr1	147000001	148000000	1000000	*	100	41.1377	78.0466	0	0.00632621108293763	1q	101
chr1	150000001	151000000	1000000	*	100	43.6892	78.9216	0	-0.0100059446970643	1q	102
chr1	151000001	152000000	1000000	*	100	45.7418	82.8258	0	0.00235295474788455	1q	103
chr1	152000001	153000000	1000000	*	100	41.5154	86.2443	0	-0.00565892164693083	1q	104
chr1	153000001	154000000	1000000	*	100	45.401	83.7363	0	-0.00723460618758909	1q	105
chr1	154000001	155000000	1000000	*	100	46.6412	82.364	0	0.0368096241200513	1q	106
chr1	155000001	156000000	1000000	*	100	47.3341	77.0799	0	-0.0381307978340233	1q	107
chr1	156000001	157000000	1000000	*	100	50.6251	86.4287	0	0.0593927863707431	1q	108
chr1	157000001	158000000	1000000	*	100	42.1135	86.8705	0	-0.00859402550822042	1q	109
chr1	160000001	161000000	1000000	*	100	43.9268	85.8423	0	0.0348034088682586	1q	110
chr1	161000001	162000000	1000000	*	100	44.5866	76.8107	0	-0.031596762584495	1q	111
chr1	162000001	163000000	1000000	*	100	41.3776	88.853	0	0.0180493773329404	1q	112
chr1	163000001	164000000	1000000	*	100	37.6521	90.8387	0	-0.00811499369377278	1q	113
chr1	164000001	165000000	1000000	*	100	39.355	90.5248	0	-0.0267083163870382	1q	114
chr1	165000001	166000000	1000000	*	100	42.1042	89.8226	0	0.00805430609870039	1q	115
chr1	166000001	167000000	1000000	*	100	40.3257	85.7769	0	0.00132167245617043	1q	116
chr1	167000001	168000000	1000000	*	100	41.8833	89.7148	0	0.00349847970313322	1q	117
chr1	168000001	169000000	1000000	*	100	40.3289	88.6223	0	0.0241386260625994	1q	118
chr1	171000001	172000000	1000000	*	100	39.8081	85.77	0	-0.0168067040395805	1q	119
chr1	173000001	174000000	1000000	*	100	39.4578	82.001	0	0.0464243689846171	1q	120
chr1	174000001	175000000	1000000	*	100	38.349	81.649	0	0.0323211694491546	1q	121
chr1	175000001	176000000	1000000	*	100	42.9636	92.0521	0	0.0352976853926121	1q	122
chr1	176000001	177000000	1000000	*	100	39.0841	89.8665	0	-0.00863456535529877	1q	123
chr1	177000001	178000000	1000000	*	100	40.7646	90.6571	0	-0.000779761540330159	1q	124
chr1	178000001	179000000	1000000	*	100	39.6618	87.1893	0	-0.00458380842385586	1q	125
chr1	179000001	180000000	1000000	*	100	41.1205	82.8511	0	-0.0071680777858697	1q	126
chr1	180000001	181000000	1000000	*	100	40.9752	88.5356	0	-0.0186309457864247	1q	127
chr1	182000001	183000000	1000000	*	100	41.9196	88.9788	0	0.0103346948529434	1q	128
chr1	183000001	184000000	1000000	*	100	41.1886	89.5032	0	0.0341469121439565	1q	129
chr1	184000001	185000000	1000000	*	100	39.833	90.2999	0	0.0275919486564784	1q	130
chr1	185000001	186000000	1000000	*	100	37.916	87.2694	0	0.0288545356256746	1q	131
chr1	186000001	187000000	1000000	*	100	36.6564	89.7338	0	0.0131015327969607	1q	132
chr1	187000001	188000000	1000000	*	100	35.7207	89.5918	0	-0.0122857060286679	1q	133
chr1	188000001	189000000	1000000	*	100	34.3403	91.7438	0	-0.00538877395451759	1q	134
chr1	189000001	190000000	1000000	*	100	33.9514	90.4443	0	0.00169574259151917	1q	135
chr1	190000001	191000000	1000000	*	100	33.5929	93.7636	0	0.00919927646127161	1q	136
chr1	192000001	193000000	1000000	*	100	36.1783	90.3494	0	0.0693212549041128	1q	137
chr1	193000001	194000000	1000000	*	100	36.3943	90.6009	0	0.0307368606636028	1q	138
chr1	194000001	195000000	1000000	*	100	34.4954	90.5082	0	0.00820936482880696	1q	139
chr1	196000001	197000000	1000000	*	100	34.8899	84.9982	0	-0.0358611753014924	1q	140
chr1	197000001	198000000	1000000	*	100	36.2271	90.1458	0	0.0214316683168947	1q	141
chr1	198000001	199000000	1000000	*	100	36.0003	92.9428	0	0.0598787808914379	1q	142
chr1	200000001	201000000	1000000	*	100	41.8414	86.7931	0	-0.0109607508512746	1q	143
chr1	201000001	202000000	1000000	*	100	48.8713	90.8551	0	0.0367824872848344	1q	144
chr1	202000001	203000000	1000000	*	100	45.7479	78.7459	0	-0.0122889302449382	1q	145
chr1	203000001	204000000	1000000	*	100	46.3737	86.2587	0	0.0278995097122978	1q	146
chr1	204000001	205000000	1000000	*	100	47.5496	91.5689	0	0.0313181312254238	1q	147
chr1	205000001	206000000	1000000	*	100	47.2866	86.8493	0	0.00349117024527823	1q	148
chr1	206000001	207000000	1000000	*	100	44.7479	75.458	0	0.0419427785237053	1q	149
chr1	207000001	208000000	1000000	*	100	40.44	84.9373	0	0.00979967158885431	1q	150
chr1	208000001	209000000	1000000	*	100	42.4245	93.55	0	0.0121037197226498	1q	151
chr1	209000001	210000000	1000000	*	100	42.178	91.8204	0	0.00391033796280393	1q	152
chr1	210000001	211000000	1000000	*	100	41.0464	88.1804	0	0.00594357612551499	1q	153
chr1	211000001	212000000	1000000	*	100	42.1451	83.8631	0	0.00698879697897592	1q	154
chr1	212000001	213000000	1000000	*	100	43.1252	85.7109	0	0.0180821151728289	1q	155
chr1	213000001	214000000	1000000	*	100	40.7892	89.9845	0	0.0303707441875377	1q	156
chr1	216000001	217000000	1000000	*	100	36.7863	94.2217	0	0.00308890435987219	1q	157
chr1	217000001	218000000	1000000	*	100	37.7029	92.0451	0	-0.030533614822662	1q	158
chr1	218000001	219000000	1000000	*	100	38.3972	90.9018	0	-0.0110427098988159	1q	159
chr1	219000001	220000000	1000000	*	100	38.0965	89.1887	0	0.0162086026664652	1q	160
chr1	220000001	221000000	1000000	*	100	40.3139	88.4722	0	-0.0109404667190229	1q	161
chr1	221000001	222000000	1000000	*	100	39.0553	91.4063	0	0.0296509242698847	1q	162
chr1	222000001	223000000	1000000	*	100	39.9256	85.4614	0	0.0247554076268217	1q	163
chr1	223000001	224000000	1000000	*	95	44.626	78.7537	0	0.0503342221669281	1q	164
chr1	224000001	225000000	1000000	*	100	42.3041	82.8543	0	-0.0053618169387335	1q	165
chr1	225000001	226000000	1000000	*	100	41.8865	82.4925	0	-0.0124171534668923	1q	166
chr1	228000001	229000000	1000000	*	95	49.5967368421053	86.8989	0	-0.0098108763951425	1q	167
chr1	230000001	231000000	1000000	*	100	44.605	91.8229	0	-0.0123104980142114	1q	168
chr1	231000001	232000000	1000000	*	100	42.4191	87.299	0	-0.00751258684023171	1q	169
chr1	232000001	233000000	1000000	*	100	41.8729	91.5339	0	-0.0173028836251592	1q	170
chr1	234000001	235000000	1000000	*	100	43.7402	89.5415	0	0.0350914290180685	1q	171
chr1	236000001	237000000	1000000	*	100	42.8656	86.1173	0	-0.00126013061023394	1q	172
chr1	238000001	239000000	1000000	*	100	36.8411	90.2372	0	-0.0417973428740601	1q	173
chr1	239000001	240000000	1000000	*	100	38.2198	91.7778	0	-0.038362840405594	1q	174
chr1	240000001	241000000	1000000	*	100	39.7321	88.2704	0	-0.0538843236359284	1q	175
chr1	241000001	242000000	1000000	*	100	39.9341	89.3064	0	-0.0142597549297553	1q	176
chr1	242000001	243000000	1000000	*	100	40.7941	74.9786	0	-0.0556324602371743	1q	177
chr1	243000001	244000000	1000000	*	100	39.0747	78.4336	0	0.0172371955461251	1q	178
chr1	244000001	245000000	1000000	*	100	42.5254	86.1521	0	-0.0236125311607516	1q	179
chr1	245000001	246000000	1000000	*	100	43.8129	88.2013	0	0.0039613833522627	1q	180
chr1	246000001	247000000	1000000	*	100	41.3368	85.1812	0	-0.00804038851500943	1q	181
chr1	247000001	248000000	1000000	*	100	41.1951	82.0146	0	-0.0352344116594063	1q	182
chr1	248000001	248956422	956422	*	94.642	39.4681008431774	73.3457	0	-0.0581104735584458	1q	183
chr2	2000001	3000000	1000000	*	100	44.3241	92.2844	0	-0.0455461965293043	2p	184
chr2	3000001	4000000	1000000	*	100	46.5376	88.4823	0	-0.00597731237688337	2p	185
chr2	4000001	5000000	1000000	*	100	38.5333	91.3687	0	-0.0276882362207024	2p	186
chr2	5000001	6000000	1000000	*	100	40.3937	91.0123	0	-0.038632919136222	2p	187
chr2	6000001	7000000	1000000	*	100	40.2181	93.8803	0	-0.00872285364297648	2p	188
chr2	7000001	8000000	1000000	*	100	40.9248	94.0516	0	0.0082693222956709	2p	189
chr2	8000001	9000000	1000000	*	100	43.6724	92.9503	0	0.00678092698872546	2p	190
chr2	9000001	10000000	1000000	*	100	44.9153	87.6664	0	-0.000978282109337036	2p	191
chr2	10000001	11000000	1000000	*	100	49.1323	88.5879	0	-0.0253404245713561	2p	192
chr2	11000001	12000000	1000000	*	100	44.3282	89.1227	0	-0.00831027393329897	2p	193
chr2	12000001	13000000	1000000	*	100	40.336	92.7306	0	0.0155629829327137	2p	194
chr2	13000001	14000000	1000000	*	100	35.527	88.2941	0	-0.0131315530493494	2p	195
chr2	14000001	15000000	1000000	*	100	38.0841	90.8064	0	-0.0165632197320462	2p	196
chr2	15000001	16000000	1000000	*	100	42.1117	90.9656	0	-0.0333103755114249	2p	197
chr2	17000001	18000000	1000000	*	100	38.8906	90.8696	0	0.0139520314805858	2p	198
chr2	18000001	19000000	1000000	*	100	38.7458	91.0481	0	0.00961774174957286	2p	199
chr2	19000001	20000000	1000000	*	100	41.1542	90.8838	0	-0.00135801767576693	2p	200
chr2	20000001	21000000	1000000	*	99.9999	45.1209451209451	90.6038	0	-0.0071462721725114	2p	201
chr2	21000001	22000000	1000000	*	100	38.656	92.5063	0	-0.00423748470625995	2p	202
chr2	23000001	24000000	1000000	*	100	44.5913	90.4837	0	0.0218191397001893	2p	203
chr2	25000001	26000000	1000000	*	100	45.3887	83.9198	0	0.013423020008648	2p	204
chr2	26000001	27000000	1000000	*	100	46.4451	87.911	0	-0.015933281649662	2p	205
chr2	27000001	28000000	1000000	*	100	45.1745	86.0599	0	-0.0107783882996727	2p	206
chr2	28000001	29000000	1000000	*	100	43.6599	89.4878	0	-0.0075175554469602	2p	207
chr2	29000001	30000000	1000000	*	100	43.3874	93.9167	0	0.0167844096948203	2p	208
chr2	30000001	31000000	1000000	*	100	43.3312	90.2064	0	0.00147709620017988	2p	209
chr2	31000001	32000000	1000000	*	99.9996	41.3395653582614	87.0154	0	-0.00718616599308319	2p	210
chr2	34000001	35000000	1000000	*	100	37.0434	87.7723	0	-0.00628107105395365	2p	211
chr2	35000001	36000000	1000000	*	100	35.7105	88.7952	0	-0.0199896441100332	2p	212
chr2	37000001	38000000	1000000	*	100	40.0811	87.6267	0	0.00673451062860464	2p	213
chr2	38000001	39000000	1000000	*	100	42.1998	85.0973	0	0.0123216738672459	2p	214
chr2	39000001	40000000	1000000	*	100	39.2767	88.0997	0	0.00685676612074138	2p	215
chr2	41000001	42000000	1000000	*	100	38.3697	90.7368	0	0.00257614325965805	2p	216
chr2	42000001	43000000	1000000	*	100	44.0665	85.7735	0	-0.0157528826875236	2p	217
chr2	43000001	44000000	1000000	*	100	42.7109	88.6978	0	-0.0201473025077613	2p	218
chr2	44000001	45000000	1000000	*	100	41.0363	88.171	0	-0.010498741183802	2p	219
chr2	45000001	46000000	1000000	*	100	42.7116	92.3728	0	0.0250130815531043	2p	220
chr2	46000001	47000000	1000000	*	100	43.8148	92.4505	0	0.0294509444501438	2p	221
chr2	47000001	48000000	1000000	*	100	44.704	84.1058	0	0.0019649341073521	2p	222
chr2	48000001	49000000	1000000	*	100	40.459	87.742	0	-0.00059735355617746	2p	223
chr2	51000001	52000000	1000000	*	100	35.3228	90.0426	0	-0.00469195867760697	2p	224
chr2	52000001	53000000	1000000	*	100	36.0611	90.7899	0	-0.0312655980113578	2p	225
chr2	53000001	54000000	1000000	*	100	38.3467	88.3936	0	-0.00135490940714006	2p	226
chr2	55000001	56000000	1000000	*	100	39.463	84.8528	0	0.00572241672366758	2p	227
chr2	56000001	57000000	1000000	*	100	37.2652	87.9263	0	0.00948284471960747	2p	228
chr2	58000001	59000000	1000000	*	100	36.8529	91.7807	0	0.0267042526481396	2p	229
chr2	59000001	60000000	1000000	*	100	38.2891	92.739	0	0.0252612468348603	2p	230
chr2	60000001	61000000	1000000	*	100	42.3798	88.1159	0	0.0314190539292277	2p	231
chr2	61000001	62000000	1000000	*	100	41.2426	82.1138	0	-0.0125069577488848	2p	232
chr2	62000001	63000000	1000000	*	100	40.6447	84.9554	0	0.0176994200874702	2p	233
chr2	63000001	64000000	1000000	*	100	37.8053	85.0168	0	0.0141430983345704	2p	234
chr2	64000001	65000000	1000000	*	100	42.3369	90.304	0	0.0371600519381357	2p	235
chr2	65000001	66000000	1000000	*	100	42.765	87.1566	0	0.0284466292778727	2p	236
chr2	66000001	67000000	1000000	*	100	39.0796	89.1032	0	0.00685732285406271	2p	237
chr2	68000001	69000000	1000000	*	100	39.6462	88.5113	0	0.0238060472716203	2p	238
chr2	69000001	70000000	1000000	*	100	42.0829	89.0733	0	0.0351084277103016	2p	239
chr2	70000001	71000000	1000000	*	100	44.6903	85.8345	0	0.00740862238555462	2p	240
chr2	71000001	72000000	1000000	*	100	44.8036	87.1564	0	-0.0225032716547746	2p	241
chr2	72000001	73000000	1000000	*	100	40.8941	89.0713	0	-0.045596905666664	2p	242
chr2	73000001	74000000	1000000	*	100	43.7108	82.9077	0	-0.00381769086975203	2p	243
chr2	74000001	75000000	1000000	*	100	45.4832	88.3415	0	0.0274542409234206	2p	244
chr2	76000001	77000000	1000000	*	100	35.8904	88.2177	0	0.00127235315823615	2p	245
chr2	77000001	78000000	1000000	*	100	35.0885	88.5312	0	-0.0388460608393265	2p	246
chr2	78000001	79000000	1000000	*	100	35.4115	91.3696	0	-0.00705965354676241	2p	247
chr2	79000001	80000000	1000000	*	100	38.3484	90.7107	0	-0.0296046699932468	2p	248
chr2	80000001	81000000	1000000	*	100	38.5209	92.524	0	-0.031570938281235	2p	249
chr2	83000001	84000000	1000000	*	100	35.7733	89.9637	0	-0.0140533326610874	2p	250
chr2	84000001	85000000	1000000	*	100	40.1336	87.4685	0	0.0141002388489851	2p	251
chr2	86000001	87000000	1000000	*	100	42.2559	77.6233	0	-0.0321888510539873	2p	252
chr2	88000001	89000000	1000000	*	100	42.27	83.5962	0	NA	2p	253
chr2	96000001	97000000	1000000	*	100	48.9985	81.6733	0	0.0133383775552192	2q	254
chr2	98000001	99000000	1000000	*	100	43.4023	89.5434	0	0.00541394948759832	2q	255
chr2	99000001	100000000	1000000	*	100	40.7198	86.0045	0	-0.00531134333289168	2q	256
chr2	100000001	101000000	1000000	*	100	43.8358	88.4632	0	-0.0107917064815644	2q	257
chr2	101000001	102000000	1000000	*	100	43.2609	86.1529	0	-0.0232012178007824	2q	258
chr2	103000001	104000000	1000000	*	100	36.2049	92.035	0	-0.000232387805256251	2q	259
chr2	104000001	105000000	1000000	*	100	39.5456	93.1638	0	-0.0248211377599173	2q	260
chr2	105000001	106000000	1000000	*	100	43.2539	91.2277	0	-0.0131082156151306	2q	261
chr2	106000001	107000000	1000000	*	100	41.9255	79.7667	0	-0.040905783127194	2q	262
chr2	107000001	108000000	1000000	*	100	38.3401	84.9303	0	-0.0229564613942181	2q	263
chr2	108000001	109000000	1000000	*	100	40.7429	80.3823	0	0.00782814224004014	2q	264
chr2	109000001	110000000	1000000	*	99.9999	45.7099457099457	72.718	0	-0.0571505137810401	2q	265
chr2	112000001	113000000	1000000	*	100	42.478	79.1492	0	0.044900189888806	2q	266
chr2	114000001	115000000	1000000	*	100	38.364	90.3441	0	0.0252948069206362	2q	267
chr2	115000001	116000000	1000000	*	100	36.074	90.1723	0	-0.00683557363587489	2q	268
chr2	118000001	119000000	1000000	*	100	42.1964	91.9116	0	-0.00430703634493607	2q	269
chr2	119000001	120000000	1000000	*	100	43.3172	90.1229	0	-0.0202996470808273	2q	270
chr2	122000001	123000000	1000000	*	100	39.1982	90.7865	0	-0.00632247052845902	2q	271
chr2	123000001	124000000	1000000	*	100	35.8234	90.5139	0	-0.0273672642119315	2q	272
chr2	126000001	127000000	1000000	*	100	41.0418	90.2868	0	-0.0270747275126926	2q	273
chr2	127000001	128000000	1000000	*	100	46.122	87.3156	0	-0.0251420188901732	2q	274
chr2	128000001	129000000	1000000	*	100	45.9828	87.4069	0	-0.0357636038338029	2q	275
chr2	133000001	134000000	1000000	*	100	39.849	91.4	0	0.0182812558737769	2q	276
chr2	134000001	135000000	1000000	*	100	42.5073	88.6964	0	0.0157792102015086	2q	277
chr2	135000001	136000000	1000000	*	100	39.426	82.7757	0	0.020515520088898	2q	278
chr2	136000001	137000000	1000000	*	100	40.8876	90.9955	0	0.0227711885293256	2q	279
chr2	137000001	138000000	1000000	*	100	37.4791	87.5968	0	0.0148320021381088	2q	280
chr2	138000001	139000000	1000000	*	100	37.837	91.1401	0	0.00168636930278387	2q	281
chr2	139000001	140000000	1000000	*	100	35.9205	91.4478	0	-0.0168059099065713	2q	282
chr2	141000001	142000000	1000000	*	100	35.1151	93.7298	0	0.0129737473076256	2q	283
chr2	142000001	143000000	1000000	*	100	35.955	91.5395	0	0.0212692676241826	2q	284
chr2	144000001	145000000	1000000	*	100	37.2805	93.3092	0	0.0706713657793	2q	285
chr2	145000001	146000000	1000000	*	100	35.739	94.3941	0	0.0330719256926987	2q	286
chr2	146000001	147000000	1000000	*	100	35.519	91.0424	0	-0.0149765454575801	2q	287
chr2	149000001	150000000	1000000	*	100	39.0118	87.5949	0	0.00983798292151272	2q	288
chr2	150000001	151000000	1000000	*	100	38.1339	91.4589	0	0.00187795707469651	2q	289
chr2	151000001	152000000	1000000	*	100	39.3952	86.8898	0	0.0158823592516013	2q	290
chr2	152000001	153000000	1000000	*	100	39.7536	89.0716	0	-0.0071577021253259	2q	291
chr2	153000001	154000000	1000000	*	100	36.8857	87.0289	0	-0.0163982621134113	2q	292
chr2	154000001	155000000	1000000	*	100	35.3145	91.6968	0	0.00334734952003646	2q	293
chr2	157000001	158000000	1000000	*	100	38.2133	87.7378	0	0.0253380608884785	2q	294
chr2	158000001	159000000	1000000	*	100	40.0111	85.8156	0	0.00945865552604019	2q	295
chr2	159000001	160000000	1000000	*	100	38.92	88.4028	0	0.0266125573785969	2q	296
chr2	160000001	161000000	1000000	*	100	39.1722	88.2394	0	0.0539058248973786	2q	297
chr2	161000001	162000000	1000000	*	100	36.6102	88.4086	0	0.0319462739623056	2q	298
chr2	163000001	164000000	1000000	*	100	36.0084	93.0282	0	0.00568906169020456	2q	299
chr2	165000001	166000000	1000000	*	100	36.551	91.7593	0	-0.00869215096891313	2q	300
chr2	169000001	170000000	1000000	*	100	39.2954	84.9633	0	0.00692983814775672	2q	301
