Chromosome,Start,End,arm
chr1,8360060,8460059,1p
chr1,8460060,8560059,1p
chr1,8560060,8660058,1p
chr1,8660059,8760058,1p
chr1,8760059,8860058,1p
chr1,8860059,8960058,1p
chr1,8960059,9060058,1p
chr1,9060059,9160058,1p
chr1,9160059,9260058,1p
chr1,9260059,9360058,1p
chr1,9360059,9460058,1p
chr1,9460059,9560058,1p
chr1,9560059,9660057,1p
chr1,9660058,9760057,1p
chr1,9760058,9860057,1p
chr1,9860058,9960057,1p
chr1,9960058,10060057,1p
chr1,10060058,10160057,1p
chr1,10160058,10260057,1p
chr1,10260058,10360057,1p
chr1,10360058,10460056,1p
chr1,10460057,10560056,1p
chr1,10560057,10660056,1p
chr1,10660057,10760056,1p
chr1,10760057,10860056,1p
chr1,10860057,10960056,1p
chr1,10960057,11060056,1p
chr1,11060057,11160056,1p
chr1,11160057,11260056,1p
chr1,11260057,11360056,1p
chr1,11360057,11460056,1p
chr1,11460057,11560056,1p
chr1,11560057,11660056,1p
chr1,11660057,11760056,1p
chr1,11760057,11860056,1p
chr1,11860057,11960056,1p
chr1,11960057,12060056,1p
chr1,12060057,12160056,1p
chr1,12160057,12260056,1p
chr1,12260057,12360056,1p
chr1,12360057,12460056,1p
chr1,12460057,12560053,1p
chr1,12560054,12660011,1p
chr1,12660012,12760021,1p
chr1,12760022,12860148,1p
chr1,12860149,12959830,1p
chr1,14026495,14126494,1p
chr1,14126495,14226494,1p
chr1,14226495,14326494,1p
chr1,14326495,14426494,1p
chr1,14426495,14526494,1p
chr1,14526495,14626494,1p
chr1,14626495,14726495,1p
chr1,14726496,14826495,1p
chr1,14826496,14926495,1p
chr1,14926496,15026495,1p
chr1,15026496,15126495,1p
chr1,15126496,15226495,1p
chr1,15226496,15326495,1p
chr1,15326496,15426495,1p
chr1,15426496,15526495,1p
chr1,15526496,15626495,1p
chr1,15626496,15726495,1p
chr1,15726496,15826494,1p
chr1,15826495,15926494,1p
chr1,15926495,16026494,1p
chr1,16026495,16126494,1p
chr1,16126495,16226494,1p
chr1,16226495,16326494,1p
chr1,16326495,16426494,1p
chr1,16426495,16526494,1p
chr1,16526495,16626494,1p
chr1,16626495,16726494,1p
chr1,16726495,16826494,1p
chr1,16826495,16926494,1p
chr1,16926495,17026494,1p
chr1,17226495,17326494,1p
chr1,17326495,17426494,1p
chr1,17526495,17626494,1p
chr1,17626495,17726495,1p
chr1,17726496,17826495,1p
chr1,17826496,17926494,1p
chr1,17926495,18026494,1p
chr1,18026495,18126494,1p
chr1,18126495,18226493,1p
chr1,18226494,18326493,1p
chr1,18326494,18426493,1p
chr1,18426494,18526493,1p
chr1,18526494,18626493,1p
chr1,18626494,18726493,1p
chr1,18726494,18826493,1p
chr1,18826494,18926493,1p
chr1,18926494,19026493,1p
chr1,19026494,19126493,1p
chr1,19126494,19226493,1p
chr1,19226494,19326493,1p
chr1,19326494,19426493,1p
chr1,19426494,19526493,1p
chr1,19526494,19626493,1p
chr1,19626494,19726493,1p
chr1,19726494,19826493,1p
chr1,19826494,19926493,1p
chr1,19926494,20026492,1p
chr1,20026493,20126492,1p
chr1,20126493,20226492,1p
chr1,20226493,20326492,1p
chr1,20326493,20426492,1p
chr1,20426493,20526492,1p
chr1,20526493,20626492,1p
chr1,20626493,20726492,1p
chr1,20726493,20826492,1p
chr1,20826493,20926492,1p
chr1,20926493,21026492,1p
chr1,21026493,21126492,1p
chr1,21126493,21226492,1p
chr1,21226493,21326492,1p
chr1,21326493,21426492,1p
chr1,21426493,21526492,1p
chr1,21526493,21626492,1p
chr1,21626493,21726492,1p
chr1,21726493,21826492,1p
chr1,21826493,21926492,1p
chr1,21926493,22026492,1p
chr1,22026493,22126492,1p
chr1,22126493,22226492,1p
chr1,22226493,22326492,1p
chr1,22326493,22426492,1p
chr1,22426493,22526492,1p
chr1,22526493,22626492,1p
chr1,22626493,22726492,1p
chr1,22726493,22826492,1p
chr1,22826493,22926492,1p
chr1,22926493,23026492,1p
chr1,23026493,23126492,1p
chr1,23126493,23226492,1p
chr1,23226493,23326492,1p
chr1,23326493,23426492,1p
chr1,23426493,23526492,1p
chr1,23526493,23626492,1p
chr1,23626493,23726492,1p
chr1,23726493,23826491,1p
chr1,23826492,23926489,1p
chr1,23926490,24026489,1p
chr1,24026490,24126489,1p
chr1,24126490,24226489,1p
chr1,24226490,24326489,1p
chr1,24326490,24426489,1p
chr1,24426490,24526489,1p
chr1,24526490,24626489,1p
chr1,24626490,24726489,1p
chr1,24726490,24826489,1p
chr1,24826490,24926490,1p
chr1,24926491,25026490,1p
chr1,25026491,25126490,1p
chr1,25126491,25226490,1p
chr1,25226491,25326490,1p
chr1,25326491,25426490,1p
chr1,25426491,25526490,1p
chr1,25526491,25626490,1p
chr1,25626491,25726490,1p
chr1,25726491,25826490,1p
chr1,25826491,25926490,1p
chr1,25926491,26026490,1p
chr1,26026491,26126490,1p
chr1,26126491,26226490,1p
chr1,26226491,26326490,1p
chr1,26326491,26426490,1p
chr1,26426491,26526490,1p
chr1,26526491,26626490,1p
chr1,26626491,26726490,1p
chr1,26726491,26826490,1p
chr1,26826491,26926490,1p
chr1,26926491,27026490,1p
chr1,27026491,27126490,1p
chr1,27126491,27226490,1p
chr1,27226491,27326490,1p
chr1,27326491,27426490,1p
chr1,27426491,27526490,1p
chr1,27526491,27626490,1p
chr1,27626491,27726503,1p
chr1,27726504,27826510,1p
chr1,27826511,27926510,1p
chr1,27926511,28026510,1p
chr1,28026511,28126510,1p
chr1,28126511,28226510,1p
chr1,28226511,28326510,1p
chr1,28326511,28426510,1p
chr1,28426511,28526510,1p
chr1,28526511,28626510,1p
chr1,28626511,28726510,1p
chr1,28726511,28826511,1p
chr1,28826512,28926511,1p
chr1,28926512,29026511,1p
chr1,29026512,29126511,1p
chr1,29126512,29226511,1p
chr1,29226512,29326511,1p
chr1,29326512,29426511,1p
chr1,29426512,29526511,1p
chr1,29526512,29626511,1p
chr1,29626512,29726511,1p
chr1,29726512,29826511,1p
chr1,29826512,30072846,1p
chr1,30072847,30172846,1p
chr1,30172847,30272846,1p
chr1,30572847,30672846,1p
chr1,30672847,30772846,1p
chr1,30772847,30872846,1p
chr1,30872847,30972846,1p
chr1,30972847,31072846,1p
chr1,31072847,31172846,1p
chr1,31172847,31272846,1p
chr1,31272847,31372846,1p
chr1,31372847,31472846,1p
chr1,31472847,31572846,1p
chr1,31572847,31672846,1p
chr1,31672847,31772846,1p
chr1,31772847,31872846,1p
chr1,32065601,32165600,1p
chr1,32165601,32265600,1p
chr1,32265601,32365600,1p
chr1,32365601,32465600,1p
chr1,32465601,32565600,1p
chr1,32565601,32665600,1p
chr1,32665601,32765600,1p
chr1,32765601,32865600,1p
chr1,32865601,32965600,1p
chr1,32965601,33065600,1p
chr1,33065601,33165600,1p
chr1,33165601,33265600,1p
chr1,33265601,33365600,1p
chr1,33365601,33465600,1p
chr1,33465601,33565600,1p
chr1,33565601,33665600,1p
chr1,33665601,33765600,1p
chr1,33765601,33865600,1p
chr1,33865601,33965599,1p
chr1,33965600,34065599,1p
chr1,34065600,34165599,1p
chr1,34165600,34265600,1p
chr1,34265601,34365600,1p
chr1,34365601,34465600,1p
chr1,34465601,34565600,1p
chr1,34565601,34665600,1p
chr1,34665601,34765600,1p
chr1,34765601,34865600,1p
chr1,34865601,34965600,1p
chr1,34965601,35065600,1p
chr1,35065601,35165600,1p
chr1,35165601,35265600,1p
chr1,35265601,35365600,1p
chr1,35365601,35465600,1p
chr1,35465601,35565600,1p
chr1,35565601,35665600,1p
chr1,35665601,35765600,1p
chr1,35765601,35865600,1p
chr1,35865601,35965600,1p
chr1,35965601,36065600,1p
chr1,36065601,36165600,1p
chr1,36165601,36265600,1p
chr1,36265601,36365600,1p
chr1,36365601,36465600,1p
chr1,36465601,36565600,1p
chr1,36565601,36665600,1p
chr1,36665601,36765600,1p
chr1,36765601,36865600,1p
chr1,36865601,36965600,1p
chr1,36965601,37065600,1p
chr1,37065601,37165600,1p
chr1,37165601,37265600,1p
chr1,37265601,37365600,1p
chr1,37365601,37465600,1p
chr1,37465601,37565600,1p
chr1,37565601,37665600,1p
chr1,37665601,37765600,1p
chr1,37765601,37865600,1p
chr1,37865601,37965600,1p
chr1,37965601,38065600,1p
chr1,38065601,38165671,1p
chr1,38165672,38265671,1p
chr1,38265672,38365671,1p
chr1,38365672,38465671,1p
chr1,38465672,38565671,1p
chr1,38565672,38665671,1p
chr1,38665672,38765671,1p
chr1,38765672,38865671,1p
chr1,38865672,38965671,1p
chr1,38965672,39065671,1p
chr1,39065672,39165671,1p
chr1,39165672,39265671,1p
chr1,39265672,39365671,1p
chr1,39365672,39465671,1p
chr1,39465672,39565671,1p
chr1,39565672,39665671,1p
chr1,39665672,39765671,1p
chr1,39765672,39865671,1p
chr1,39865672,39965671,1p
chr1,39965672,40065671,1p
chr1,40065672,40165671,1p
chr1,40165672,40265671,1p
chr1,40265672,40365671,1p
chr1,40365672,40465671,1p
chr1,40465672,40565671,1p
chr1,40565672,40665671,1p
chr1,40665672,40765671,1p
chr1,40765672,40865671,1p
chr1,40865672,40965671,1p
chr1,40965672,41065671,1p
chr1,41065672,41165671,1p
chr1,41165672,41265671,1p
chr1,41265672,41365671,1p
chr1,41365672,41465671,1p
chr1,41465672,41565671,1p
chr1,41565672,41665671,1p
chr1,41665672,41765671,1p
chr1,41765672,41865671,1p
chr1,41865672,41965670,1p
chr1,41965671,42065670,1p
chr1,42065671,42165670,1p
chr1,42165671,42265670,1p
chr1,42265671,42365670,1p
chr1,42365671,42465670,1p
chr1,42465671,42565670,1p
chr1,42565671,42665670,1p
chr1,42665671,42765670,1p
chr1,42765671,42865670,1p
chr1,42865671,42965670,1p
chr1,42965671,43065670,1p
chr1,43065671,43165670,1p
chr1,43165671,43265670,1p
chr1,43265671,43365670,1p
chr1,43365671,43465670,1p
chr1,43465671,43565670,1p
chr1,43565671,43665670,1p
chr1,43665671,43765670,1p
chr1,43765671,43865670,1p
chr1,43865671,43965670,1p
chr1,43965671,44065670,1p
chr1,44065671,44165670,1p
chr1,44165671,44265670,1p
chr1,44265671,44365671,1p
chr1,44365672,44465671,1p
chr1,44465672,44565671,1p
chr1,44565672,44665671,1p
chr1,44665672,44765671,1p
chr1,44765672,44865671,1p
chr1,44865672,44965671,1p
chr1,44965672,45065671,1p
chr1,45065672,45165671,1p
chr1,45165672,45265671,1p
chr1,45265672,45365671,1p
chr1,45365672,45465671,1p
chr1,45465672,45565671,1p
chr1,45565672,45665671,1p
chr1,45665672,45765671,1p
chr1,45765672,45865671,1p
chr1,45865672,45965671,1p
chr1,45965672,46065671,1p
chr1,46065672,46165671,1p
chr1,46165672,46265671,1p
chr1,46265672,46365671,1p
chr1,46365672,46465671,1p
chr1,46465672,46565671,1p
chr1,46565672,46665671,1p
chr1,46665672,46765671,1p
chr1,46765672,46865671,1p
chr1,46865672,46965671,1p
chr1,46965672,47065671,1p
chr1,47065672,47165671,1p
chr1,47165672,47265671,1p
chr1,47265672,47365671,1p
chr1,47365672,47465671,1p
chr1,47465672,47565671,1p
chr1,47565672,47665671,1p
chr1,47665672,47765671,1p
chr1,47765672,47865671,1p
chr1,47865672,47965671,1p
chr1,47965672,48065671,1p
chr1,48065672,48165671,1p
chr1,48165672,48265671,1p
chr1,48265672,48365671,1p
chr1,48365672,48465671,1p
chr1,48465672,48565671,1p
chr1,48565672,48665671,1p
chr1,48665672,48765671,1p
chr1,48765672,48865671,1p
chr1,48865672,48965671,1p
chr1,48965672,49065671,1p
chr1,49065672,49165671,1p
chr1,49165672,49265671,1p
chr1,49265672,49365671,1p
chr1,49365672,49465671,1p
chr1,49465672,49565671,1p
chr1,49565672,49665671,1p
chr1,49665672,49765671,1p
chr1,49765672,49865671,1p
chr1,49865672,49965671,1p
chr1,49965672,50065671,1p
chr1,50065672,50165671,1p
chr1,50165672,50265671,1p
chr1,50265672,50365671,1p
chr1,50365672,50465671,1p
chr1,50465672,50565671,1p
chr1,50565672,50665671,1p
chr1,50665672,50765671,1p
chr1,50765672,50865671,1p
chr1,50865672,50965671,1p
chr1,50965672,51065671,1p
chr1,51065672,51165671,1p
chr1,51165672,51265671,1p
chr1,51265672,51365671,1p
chr1,51365672,51465671,1p
chr1,51465672,51565671,1p
chr1,51565672,51665671,1p
chr1,51665672,51765671,1p
chr1,51765672,51865671,1p
chr1,51865672,51965671,1p
chr1,51965672,52065671,1p
chr1,52065672,52165671,1p
chr1,52165672,52265671,1p
chr1,52265672,52365671,1p
chr1,52365672,52465671,1p
chr1,52465672,52565671,1p
chr1,52565672,52665671,1p
chr1,52665672,52765671,1p
chr1,52765672,52865671,1p
chr1,52865672,52965671,1p
chr1,52965672,53065671,1p
chr1,53065672,53165671,1p
chr1,53165672,53265671,1p
chr1,53265672,53365671,1p
chr1,53365672,53465671,1p
chr1,53465672,53565671,1p
chr1,53565672,53665671,1p
chr1,53665672,53765671,1p
chr1,53765672,53865671,1p
chr1,53865672,53965672,1p
chr1,53965673,54065672,1p
chr1,54065673,54165672,1p
chr1,54165673,54265672,1p
chr1,54265673,54365672,1p
chr1,54365673,54465672,1p
chr1,54465673,54565672,1p
chr1,54565673,54665672,1p
chr1,54665673,54765672,1p
chr1,54765673,54865672,1p
chr1,54865673,54965672,1p
chr1,54965673,55065672,1p
chr1,55065673,55165672,1p
chr1,55165673,55265672,1p
chr1,55265673,55365672,1p
chr1,55365673,55465672,1p
chr1,55465673,55565672,1p
chr1,55565673,55665672,1p
chr1,55665673,55765672,1p
chr1,55765673,55865672,1p
chr1,55865673,55965672,1p
chr1,55965673,56065672,1p
chr1,56065673,56165672,1p
chr1,56165673,56265672,1p
chr1,56265673,56365672,1p
chr1,56365673,56465672,1p
chr1,56465673,56565671,1p
chr1,56565672,56665671,1p
chr1,56665672,56765671,1p
chr1,56765672,56865671,1p
chr1,56865672,56965671,1p
chr1,56965672,57065672,1p
chr1,57065673,57165672,1p
chr1,57165673,57265672,1p
chr1,57265673,57365672,1p
chr1,57365673,57465672,1p
chr1,57465673,57565672,1p
chr1,57565673,57665672,1p
chr1,57665673,57765671,1p
chr1,57765672,57865671,1p
chr1,57865672,57965671,1p
chr1,57965672,58065671,1p
chr1,58065672,58165671,1p
chr1,58165672,58265671,1p
chr1,58265672,58365671,1p
chr1,58365672,58465671,1p
chr1,58465672,58565671,1p
chr1,58565672,58665671,1p
chr1,58665672,58765671,1p
chr1,58765672,58865671,1p
chr1,58865672,58965671,1p
chr1,58965672,59065671,1p
chr1,59065672,59165671,1p
chr1,59165672,59265671,1p
chr1,59265672,59365671,1p
chr1,59365672,59465671,1p
chr1,59465672,59565671,1p
chr1,59565672,59665671,1p
chr1,59665672,59765671,1p
chr1,59765672,59865671,1p
chr1,59865672,59965671,1p
chr1,59965672,60065671,1p
chr1,60065672,60165671,1p
chr1,60165672,60265671,1p
chr1,60265672,60365671,1p
chr1,60365672,60465671,1p
chr1,60465672,60565671,1p
chr1,60565672,60665671,1p
chr1,60665672,60765671,1p
chr1,60765672,60865671,1p
chr1,60865672,60965671,1p
chr1,60965672,61065671,1p
chr1,61065672,61165671,1p
chr1,61165672,61265671,1p
chr1,61265672,61365671,1p
chr1,61365672,61465671,1p
chr1,61465672,61565671,1p
chr1,61565672,61665671,1p
chr1,61665672,61765671,1p
chr1,61765672,61865671,1p
chr1,61865672,61965671,1p
chr1,61965672,62065671,1p
chr1,62065672,62165671,1p
chr1,62165672,62265671,1p
chr1,62265672,62365671,1p
chr1,62365672,62465671,1p
chr1,62465672,62565671,1p
chr1,62565672,62665671,1p
chr1,62665672,62765671,1p
chr1,62765672,62865670,1p
chr1,62865671,62965670,1p
chr1,62965671,63065670,1p
chr1,63065671,63165670,1p
chr1,63165671,63265670,1p
chr1,63265671,63365670,1p
chr1,63365671,63465670,1p
chr1,63465671,63565670,1p
chr1,63565671,63665670,1p
chr1,63665671,63765670,1p
chr1,63765671,63865670,1p
chr1,63865671,63965670,1p
chr1,63965671,64065670,1p
chr1,64065671,64165670,1p
chr1,64165671,64265670,1p
chr1,64265671,64365670,1p
chr1,64365671,64465671,1p
chr1,64465672,64565682,1p
chr1,64565683,64665682,1p
chr1,64665683,64765682,1p
chr1,64765683,64865682,1p
chr1,64865683,64965682,1p
chr1,64965683,65065682,1p
chr1,65065683,65165682,1p
chr1,65165683,65265682,1p
chr1,65265683,65365682,1p
chr1,65365683,65465682,1p
chr1,65465683,65565682,1p
chr1,65565683,65665682,1p
chr1,65665683,65765682,1p
chr1,65765683,65865682,1p
chr1,65865683,65965682,1p
chr1,65965683,66065682,1p
chr1,66065683,66165682,1p
chr1,66165683,66265682,1p
chr1,66265683,66365682,1p
chr1,66365683,66465682,1p
chr1,66465683,66565682,1p
chr1,66565683,66665682,1p
chr1,66665683,66765682,1p
chr1,66765683,66865682,1p
chr1,66865683,66965682,1p
chr1,66965683,67065682,1p
chr1,67065683,67165682,1p
chr1,67165683,67265682,1p
chr1,67265683,67365682,1p
chr1,67365683,67465682,1p
chr1,67465683,67565682,1p
chr1,67565683,67665682,1p
chr1,67665683,67765682,1p
chr1,67765683,67865682,1p
chr1,67865683,67965682,1p
chr1,67965683,68065682,1p
chr1,68065683,68165682,1p
chr1,68165683,68265682,1p
chr1,68265683,68365682,1p
chr1,68365683,68465682,1p
chr1,68465683,68565682,1p
chr1,68565683,68665682,1p
chr1,68665683,68765682,1p
chr1,68765683,68865682,1p
chr1,68865683,68965682,1p
chr1,68965683,69065682,1p
chr1,69065683,69165682,1p
chr1,69165683,69265682,1p
chr1,69265683,69365682,1p
chr1,69365683,69465682,1p
chr1,69465683,69565682,1p
chr1,69565683,69665682,1p
chr1,69665683,69765682,1p
chr1,69765683,69865682,1p
chr1,69865683,69965682,1p
chr1,69965683,70065682,1p
chr1,70065683,70165682,1p
chr1,70165683,70265682,1p
chr1,70265683,70365682,1p
chr1,70365683,70465682,1p
chr1,70465683,70565682,1p
chr1,70565683,70665682,1p
chr1,70665683,70765682,1p
chr1,70765683,70865682,1p
chr1,70865683,70965682,1p
chr1,70965683,71065682,1p
chr1,71065683,71165682,1p
chr1,71165683,71265682,1p
chr1,71265683,71365682,1p
chr1,71365683,71465682,1p
chr1,71465683,71565682,1p
chr1,71565683,71665682,1p
chr1,71665683,71765682,1p
chr1,71765683,71865682,1p
chr1,71865683,71965682,1p
chr1,71965683,72065682,1p
chr1,72065683,72165682,1p
chr1,72165683,72265682,1p
chr1,72265683,72365682,1p
chr1,72365683,72465682,1p
chr1,72465683,72565682,1p
chr1,72565683,72665682,1p
chr1,72665683,72765682,1p
chr1,72765683,72865682,1p
chr1,72865683,72965682,1p
chr1,72965683,73065682,1p
chr1,73065683,73165682,1p
chr1,73165683,73265682,1p
chr1,73265683,73365682,1p
chr1,73365683,73465682,1p
chr1,73465683,73565682,1p
chr1,73565683,73665682,1p
chr1,73665683,73765682,1p
chr1,73765683,73865682,1p
chr1,73865683,73965682,1p
chr1,73965683,74065682,1p
chr1,74065683,74165682,1p
chr1,74165683,74265682,1p
chr1,74265683,74365682,1p
chr1,74365683,74465683,1p
chr1,74465684,74565683,1p
chr1,74565684,74665683,1p
chr1,74665684,74765683,1p
chr1,74765684,74865683,1p
chr1,74865684,74965683,1p
chr1,74965684,75065683,1p
chr1,75065684,75165683,1p
chr1,75165684,75265683,1p
chr1,75265684,75365683,1p
chr1,75365684,75465683,1p
chr1,75465684,75565683,1p
chr1,75565684,75665684,1p
chr1,75665685,75765684,1p
chr1,75765685,75865684,1p
chr1,75865685,75965684,1p
chr1,75965685,76065684,1p
chr1,76065685,76165684,1p
chr1,76165685,76265684,1p
chr1,76265685,76365684,1p
chr1,76365685,76465684,1p
chr1,76465685,76565684,1p
chr1,76565685,76665684,1p
chr1,76665685,76765684,1p
chr1,76765685,76865684,1p
chr1,76865685,76965684,1p
chr1,76965685,77065684,1p
chr1,77065685,77165684,1p
chr1,77165685,77265684,1p
chr1,77265685,77365684,1p
chr1,77365685,77465684,1p
chr1,77465685,77565684,1p
chr1,77565685,77665684,1p
chr1,77665685,77765684,1p
chr1,77765685,77865684,1p
chr1,77865685,77965684,1p
chr1,77965685,78065684,1p
chr1,78065685,78165684,1p
chr1,78165685,78265684,1p
chr1,78265685,78365684,1p
chr1,78365685,78465683,1p
chr1,78465684,78565683,1p
chr1,78565684,78665683,1p
chr1,78665684,78765683,1p
chr1,78765684,78865684,1p
chr1,78865685,78965684,1p
chr1,78965685,79065684,1p
chr1,79065685,79165684,1p
chr1,79165685,79265684,1p
chr1,79265685,79365684,1p
chr1,79365685,79465684,1p
chr1,79465685,79565684,1p
chr1,79565685,79665684,1p
chr1,79665685,79765684,1p
chr1,79765685,79865684,1p
chr1,79865685,79965684,1p
chr1,79965685,80065684,1p
chr1,80065685,80165684,1p
chr1,80165685,80265684,1p
chr1,80265685,80365684,1p
chr1,80365685,80465684,1p
chr1,80465685,80565684,1p
chr1,80565685,80665684,1p
chr1,80665685,80765684,1p
chr1,80765685,80865684,1p
chr1,80865685,80965684,1p
chr1,80965685,81065684,1p
chr1,81065685,81165684,1p
chr1,81165685,81265684,1p
chr1,81265685,81365684,1p
chr1,81365685,81465684,1p
chr1,81465685,81565684,1p
chr1,81565685,81665684,1p
chr1,81665685,81765684,1p
chr1,81765685,81865684,1p
chr1,81865685,81965684,1p
chr1,81965685,82065684,1p
chr1,82065685,82165684,1p
chr1,82165685,82265684,1p
chr1,82265685,82365684,1p
chr1,82365685,82465683,1p
chr1,82465684,82565683,1p
chr1,82565684,82665683,1p
chr1,82665684,82765682,1p
chr1,82765683,82865682,1p
chr1,82865683,82965682,1p
chr1,82965683,83065682,1p
chr1,83065683,83165682,1p
chr1,83165683,83265682,1p
chr1,83265683,83365682,1p
chr1,83365683,83465682,1p
chr1,83465683,83565682,1p
chr1,83565683,83665682,1p
chr1,83665683,83765682,1p
chr1,83765683,83865682,1p
chr1,83865683,83965682,1p
chr1,83965683,84065682,1p
chr1,84265683,84365682,1p
chr1,84365683,84465682,1p
chr1,84465683,84565682,1p
chr1,84565683,84665682,1p
chr1,84665683,84765682,1p
chr1,84765683,84865682,1p
chr1,84865683,84965682,1p
chr1,84965683,85065682,1p
chr1,85065683,85165682,1p
chr1,85165683,85265682,1p
chr1,85265683,85365682,1p
chr1,85365683,85465682,1p
chr1,85465683,85565682,1p
chr1,85565683,85665682,1p
chr1,85665683,85765682,1p
chr1,85765683,85865682,1p
chr1,85865683,85965682,1p
chr1,85965683,86065682,1p
chr1,86065683,86165682,1p
chr1,86165683,86265682,1p
chr1,86265683,86365682,1p
chr1,86365683,86465682,1p
chr1,86465683,86565682,1p
chr1,86565683,86665682,1p
chr1,86665683,86765682,1p
chr1,86765683,86865682,1p
chr1,86865683,86965682,1p
chr1,86965683,87065682,1p
chr1,87065683,87165682,1p
chr1,87165683,87265682,1p
chr1,87265683,87365682,1p
chr1,87365683,87465682,1p
chr1,87465683,87565682,1p
chr1,87565683,87665682,1p
chr1,87665683,87765682,1p
chr1,87765683,87865682,1p
chr1,87865683,87965682,1p
chr1,87965683,88065682,1p
chr1,88065683,88165682,1p
chr1,88165683,88265682,1p
chr1,88265683,88365682,1p
chr1,88365683,88465682,1p
chr1,88465683,88565682,1p
chr1,88565683,88665682,1p
chr1,88665683,88765682,1p
chr1,88765683,88865682,1p
chr1,88865683,88965682,1p
chr1,88965683,89065682,1p
chr1,89065683,89165682,1p
chr1,89165683,89265682,1p
chr1,89265683,89365682,1p
chr1,89365683,89465682,1p
chr1,89465683,89565682,1p
chr1,89565683,89665682,1p
chr1,89665683,89765682,1p
chr1,89765683,89865558,1p
chr1,89865559,89965558,1p
chr1,89965559,90065558,1p
chr1,90065559,90165558,1p
chr1,90165559,90265558,1p
chr1,90265559,90365558,1p
chr1,90365559,90465558,1p
chr1,90465559,90565557,1p
chr1,90565558,90665557,1p
chr1,90665558,90765557,1p
chr1,90765558,90865556,1p
chr1,90865557,90965556,1p
chr1,90965557,91065556,1p
chr1,91065557,91165556,1p
chr1,91165557,91265556,1p
chr1,91265557,91365556,1p
chr1,91365557,91465556,1p
chr1,91465557,91565556,1p
chr1,91565557,91665556,1p
chr1,91665557,91765556,1p
chr1,91765557,91865556,1p
chr1,91865557,91965556,1p
chr1,91965557,92065556,1p
chr1,92065557,92165556,1p
chr1,92165557,92265556,1p
chr1,92265557,92365556,1p
chr1,92365557,92465556,1p
chr1,92465557,92565556,1p
chr1,92565557,92665556,1p
chr1,92665557,92765556,1p
chr1,92765557,92865556,1p
chr1,92865557,92965556,1p
chr1,92965557,93065556,1p
chr1,93065557,93165556,1p
chr1,93165557,93265556,1p
chr1,93265557,93365556,1p
chr1,93365557,93465556,1p
chr1,93465557,93565556,1p
chr1,93565557,93665556,1p
chr1,93665557,93765556,1p
chr1,93765557,93865556,1p
chr1,93865557,93965556,1p
chr1,93965557,94065556,1p
chr1,94065557,94165555,1p
chr1,94165556,94265555,1p
chr1,94265556,94365555,1p
chr1,94365556,94465555,1p
chr1,94465556,94565555,1p
chr1,94565556,94665555,1p
chr1,94665556,94765555,1p
chr1,94765556,94865555,1p
chr1,94865556,94965555,1p
chr1,94965556,95065555,1p
chr1,95065556,95165555,1p
chr1,95165556,95265555,1p
chr1,95265556,95365555,1p
chr1,95365556,95465555,1p
chr1,95465556,95565555,1p
chr1,95565556,95665555,1p
chr1,95665556,95765555,1p
chr1,95765556,95865555,1p
chr1,95865556,95965555,1p
chr1,95965556,96065555,1p
chr1,96065556,96165555,1p
chr1,96165556,96265555,1p
chr1,96265556,96365555,1p
