Chromosome,Start,End,arm
chr1,33600001,33700000,1p
chr1,33700001,33800000,1p
chr1,33900001,34000000,1p
chr1,34100001,34200000,1p
chr1,34300001,34400000,1p
chr1,34400001,34500000,1p
chr1,34600001,34700000,1p
chr1,34700001,34800000,1p
chr1,34800001,34900000,1p
chr1,36500001,36600000,1p
chr1,36600001,36700000,1p
chr1,36700001,36800000,1p
chr1,36800001,36900000,1p
chr1,36900001,37000000,1p
chr1,37000001,37100000,1p
chr1,37100001,37200000,1p
chr1,37200001,37300000,1p
chr1,37600001,37700000,1p
chr1,38000001,38100000,1p
chr1,38100001,38200000,1p
chr1,38200001,38300000,1p
chr1,38300001,38400000,1p
chr1,38500001,38600000,1p
chr1,40700001,40800000,1p
chr1,40800001,40900000,1p
chr1,41300001,41400000,1p
chr1,41400001,41500000,1p
chr1,41500001,41600000,1p
chr1,41600001,41700000,1p
chr1,41700001,41800000,1p
chr1,41800001,41900000,1p
chr1,42100001,42200000,1p
chr1,43500001,43600000,1p
chr1,43800001,43900000,1p
chr1,43900001,44000000,1p
chr1,44200001,44300000,1p
chr1,44300001,44400000,1p
chr1,44500001,44600000,1p
chr1,44600001,44700000,1p
chr1,46400001,46500000,1p
chr1,46500001,46600000,1p
chr1,47400001,47500000,1p
chr1,47500001,47600000,1p
chr1,47600001,47700000,1p
chr1,47700001,47800000,1p
chr1,47800001,47900000,1p
chr1,47900001,48000000,1p
chr1,48000001,48100000,1p
chr1,48600001,48700000,1p
chr1,48700001,48800000,1p
chr1,48800001,48900000,1p
chr1,48900001,49000000,1p
chr1,49400001,49500000,1p
chr1,50100001,50200000,1p
chr1,50200001,50300000,1p
chr1,50400001,50500000,1p
chr1,53100001,53200000,1p
chr1,53200001,53300000,1p
chr1,53300001,53400000,1p
chr1,53500001,53600000,1p
chr1,53600001,53700000,1p
chr1,53700001,53800000,1p
chr1,54200001,54300000,1p
chr1,54300001,54400000,1p
chr1,54700001,54800000,1p
chr1,55000001,55100000,1p
chr1,55100001,55200000,1p
chr1,55500001,55600000,1p
chr1,55600001,55700000,1p
chr1,55800001,55900000,1p
chr1,55900001,56000000,1p
chr1,56100001,56200000,1p
chr1,56300001,56400000,1p
chr1,56400001,56500000,1p
chr1,56500001,56600000,1p
chr1,56700001,56800000,1p
chr1,56800001,56900000,1p
chr1,56900001,57000000,1p
chr1,57000001,57100000,1p
chr1,57100001,57200000,1p
chr1,57200001,57300000,1p
chr1,57300001,57400000,1p
chr1,57400001,57500000,1p
chr1,57600001,57700000,1p
chr1,57700001,57800000,1p
chr1,57800001,57900000,1p
chr1,57900001,58000000,1p
chr1,58000001,58100000,1p
chr1,58400001,58500000,1p
chr1,58500001,58600000,1p
chr1,58700001,58800000,1p
chr1,58800001,58900000,1p
chr1,59000001,59100000,1p
chr1,59100001,59200000,1p
chr1,59700001,59800000,1p
chr1,59800001,59900000,1p
chr1,59900001,60000000,1p
chr1,60000001,60100000,1p
chr1,60100001,60200000,1p
chr1,60500001,60600000,1p
chr1,60800001,60900000,1p
chr1,60900001,61000000,1p
chr1,61000001,61100000,1p
chr1,61100001,61200000,1p
chr1,61200001,61300000,1p
chr1,61300001,61400000,1p
chr1,61400001,61500000,1p
chr1,62800001,62900000,1p
chr1,62900001,63000000,1p
chr1,63000001,63100000,1p
chr1,63100001,63200000,1p
chr1,63600001,63700000,1p
chr1,63700001,63800000,1p
chr1,63800001,63900000,1p
chr1,63900001,64000000,1p
chr1,64000001,64100000,1p
chr1,64100001,64200000,1p
chr1,64400001,64500000,1p
chr1,64500001,64600000,1p
chr1,64600001,64700000,1p
chr1,64800001,64900000,1p
chr1,65300001,65400000,1p
chr1,65900001,66000000,1p
chr1,66000001,66100000,1p
chr1,66200001,66300000,1p
chr1,66300001,66400000,1p
chr1,66500001,66600000,1p
chr1,66600001,66700000,1p
chr1,66900001,67000000,1p
chr1,67600001,67700000,1p
chr1,67700001,67800000,1p
chr1,67800001,67900000,1p
chr1,68100001,68200000,1p
chr1,68400001,68500000,1p
chr1,68600001,68700000,1p
chr1,69200001,69300000,1p
chr1,69500001,69600000,1p
chr1,69600001,69700000,1p
chr1,69700001,69800000,1p
chr1,70000001,70100000,1p
chr1,70100001,70200000,1p
chr1,70200001,70300000,1p
chr1,70900001,71000000,1p
chr1,71000001,71100000,1p
chr1,71200001,71300000,1p
chr1,71400001,71500000,1p
chr1,71500001,71600000,1p
chr1,71600001,71700000,1p
chr1,71700001,71800000,1p
chr1,71900001,72000000,1p
chr1,72000001,72100000,1p
chr1,72100001,72200000,1p
chr1,72200001,72300000,1p
chr1,72400001,72500000,1p
chr1,72500001,72600000,1p
chr1,72600001,72700000,1p
chr1,72700001,72800000,1p
chr1,73000001,73100000,1p
chr1,73100001,73200000,1p
chr1,73300001,73400000,1p
chr1,73500001,73600000,1p
chr1,73600001,73700000,1p
chr1,73700001,73800000,1p
chr1,73800001,73900000,1p
chr1,73900001,74000000,1p
chr1,74200001,74300000,1p
chr1,74400001,74500000,1p
chr1,74500001,74600000,1p
chr1,74600001,74700000,1p
chr1,74700001,74800000,1p
chr1,75500001,75600000,1p
chr1,76000001,76100000,1p
chr1,76100001,76200000,1p
chr1,76200001,76300000,1p
chr1,76300001,76400000,1p
chr1,76500001,76600000,1p
chr1,76600001,76700000,1p
chr1,76700001,76800000,1p
chr1,77000001,77100000,1p
chr1,77200001,77300000,1p
chr1,77300001,77400000,1p
chr1,77500001,77600000,1p
chr1,78400001,78500000,1p
chr1,78500001,78600000,1p
chr1,78600001,78700000,1p
chr1,78700001,78800000,1p
chr1,78900001,79000000,1p
chr1,79000001,79100000,1p
chr1,79100001,79200000,1p
chr1,79200001,79300000,1p
chr1,79300001,79400000,1p
chr1,79700001,79800000,1p
chr1,80000001,80100000,1p
chr1,80200001,80300000,1p
chr1,80400001,80500000,1p
chr1,80500001,80600000,1p
chr1,80600001,80700000,1p
chr1,80800001,80900000,1p
chr1,81000001,81100000,1p
chr1,81100001,81200000,1p
chr1,81200001,81300000,1p
chr1,81300001,81400000,1p
chr1,81400001,81500000,1p
chr1,81500001,81600000,1p
chr1,81800001,81900000,1p
chr1,81900001,82000000,1p
chr1,82300001,82400000,1p
chr1,82400001,82500000,1p
chr1,82500001,82600000,1p
chr1,82600001,82700000,1p
chr1,82700001,82800000,1p
chr1,82800001,82900000,1p
chr1,82900001,83000000,1p
chr1,83000001,83100000,1p
chr1,83500001,83600000,1p
chr1,83600001,83700000,1p
chr1,83700001,83800000,1p
chr1,83800001,83900000,1p
chr1,83900001,84000000,1p
chr1,84100001,84200000,1p
chr1,84300001,84400000,1p
chr1,84600001,84700000,1p
chr1,84700001,84800000,1p
chr1,84800001,84900000,1p
chr1,85300001,85400000,1p
chr1,86400001,86500000,1p
chr1,86700001,86800000,1p
chr1,87000001,87100000,1p
chr1,87100001,87200000,1p
chr1,87200001,87300000,1p
chr1,87300001,87400000,1p
chr1,87500001,87600000,1p
chr1,87600001,87700000,1p
chr1,87700001,87800000,1p
chr1,87800001,87900000,1p
chr1,87900001,88000000,1p
chr1,88000001,88100000,1p
chr1,88100001,88200000,1p
chr1,88200001,88300000,1p
chr1,88400001,88500000,1p
chr1,88500001,88600000,1p
chr1,88600001,88700000,1p
chr1,89500001,89600000,1p
chr1,89600001,89700000,1p
chr1,89800001,89900000,1p
chr1,90300001,90400000,1p
chr1,90400001,90500000,1p
chr1,90500001,90600000,1p
chr1,90600001,90700000,1p
chr1,90700001,90800000,1p
chr1,90900001,91000000,1p
chr1,91500001,91600000,1p
chr1,91700001,91800000,1p
chr1,92900001,93000000,1p
chr1,93600001,93700000,1p
chr1,94000001,94100000,1p
chr1,94600001,94700000,1p
chr1,94800001,94900000,1p
chr1,94900001,95000000,1p
chr1,95300001,95400000,1p
chr1,95500001,95600000,1p
chr1,95600001,95700000,1p
chr1,95700001,95800000,1p
chr1,95800001,95900000,1p
chr1,95900001,96000000,1p
chr1,96000001,96100000,1p
chr1,96500001,96600000,1p
chr1,96700001,96800000,1p
chr1,96900001,97000000,1p
chr1,97000001,97100000,1p
chr1,97100001,97200000,1p
chr1,97400001,97500000,1p
chr1,97500001,97600000,1p
chr1,97600001,97700000,1p
chr1,97700001,97800000,1p
chr1,97800001,97900000,1p
chr1,97900001,98000000,1p
chr1,98000001,98100000,1p
chr1,98100001,98200000,1p
chr1,98300001,98400000,1p
chr1,98400001,98500000,1p
chr1,98700001,98800000,1p
chr1,98900001,99000000,1p
chr1,99200001,99300000,1p
chr1,99600001,99700000,1p
chr1,100400001,100500000,1p
chr1,100500001,100600000,1p
chr1,100700001,100800000,1p
chr1,101000001,101100000,1p
chr1,101100001,101200000,1p
chr1,101300001,101400000,1p
chr1,101500001,101600000,1p
chr1,101700001,101800000,1p
chr1,101800001,101900000,1p
chr1,101900001,102000000,1p
chr1,102000001,102100000,1p
chr1,102200001,102300000,1p
chr1,103000001,103100000,1p
chr1,103900001,104000000,1p
chr1,104000001,104100000,1p
chr1,104100001,104200000,1p
chr1,104400001,104500000,1p
chr1,104700001,104800000,1p
chr1,105000001,105100000,1p
chr1,105300001,105400000,1p
chr1,105400001,105500000,1p
chr1,105600001,105700000,1p
chr1,105700001,105800000,1p
chr1,106000001,106100000,1p
chr1,106200001,106300000,1p
chr1,106400001,106500000,1p
chr1,106600001,106700000,1p
chr1,106700001,106800000,1p
chr1,106900001,107000000,1p
chr1,107000001,107100000,1p
chr1,107100001,107200000,1p
chr1,107200001,107300000,1p
chr1,107300001,107400000,1p
chr1,107400001,107500000,1p
chr1,107500001,107600000,1p
chr1,107600001,107700000,1p
chr1,107800001,107900000,1p
chr1,107900001,108000000,1p
chr1,108000001,108100000,1p
chr1,108700001,108800000,1p
chr1,109200001,109300000,1p
chr1,109500001,109600000,1p
chr1,109900001,110000000,1p
chr1,110000001,110100000,1p
chr1,110100001,110200000,1p
chr1,110200001,110300000,1p
chr1,110400001,110500000,1p
chr1,110500001,110600000,1p
chr1,110600001,110700000,1p
chr1,110700001,110800000,1p
chr1,111100001,111200000,1p
chr1,111200001,111300000,1p
chr1,111400001,111500000,1p
chr1,111500001,111600000,1p
chr1,111700001,111800000,1p
chr1,111800001,111900000,1p
chr1,111900001,112000000,1p
chr1,112000001,112100000,1p
chr1,112300001,112400000,1p
chr1,113200001,113300000,1p
chr1,113900001,114000000,1p
chr1,114100001,114200000,1p
chr1,115100001,115200000,1p
chr1,115200001,115300000,1p
chr1,115400001,115500000,1p
chr1,115700001,115800000,1p
chr1,115800001,115900000,1p
chr1,116100001,116200000,1p
chr1,116200001,116300000,1p
chr1,116300001,116400000,1p
chr1,116400001,116500000,1p
chr1,116900001,117000000,1p
chr1,117000001,117100000,1p
chr1,117100001,117200000,1p
chr1,117500001,117600000,1p
chr1,117600001,117700000,1p
chr1,117800001,117900000,1p
chr1,117900001,118000000,1p
chr1,118000001,118100000,1p
chr1,118100001,118200000,1p
chr1,118900001,119000000,1p
chr1,119300001,119400000,1p
chr1,119700001,119800000,1p
chr1,147500001,147600000,1q
chr1,147600001,147700000,1q
chr1,151700001,151800000,1q
chr1,152100001,152200000,1q
chr1,152700001,152800000,1q
chr1,153200001,153300000,1q
chr1,153300001,153400000,1q
chr1,154700001,154800000,1q
chr1,154800001,154900000,1q
chr1,155000001,155100000,1q
chr1,156400001,156500000,1q
chr1,156800001,156900000,1q
chr1,156900001,157000000,1q
chr1,157100001,157200000,1q
chr1,157800001,157900000,1q
chr1,158000001,158100000,1q
chr1,158500001,158600000,1q
chr1,158600001,158700000,1q
chr1,158700001,158800000,1q
chr1,159800001,159900000,1q
chr1,159900001,160000000,1q
chr1,160000001,160100000,1q
chr1,160100001,160200000,1q
chr1,160200001,160300000,1q
chr1,161700001,161800000,1q
chr1,161900001,162000000,1q
chr1,162000001,162100000,1q
chr1,162100001,162200000,1q
chr1,162200001,162300000,1q
chr1,162300001,162400000,1q
chr1,162600001,162700000,1q
chr1,162900001,163000000,1q
chr1,163000001,163100000,1q
chr1,163100001,163200000,1q
chr1,163300001,163400000,1q
chr1,163400001,163500000,1q
chr1,163500001,163600000,1q
chr1,163800001,163900000,1q
chr1,164000001,164100000,1q
chr1,164300001,164400000,1q
chr1,164600001,164700000,1q
chr1,164700001,164800000,1q
chr1,164800001,164900000,1q
chr1,164900001,165000000,1q
chr1,165100001,165200000,1q
chr1,165200001,165300000,1q
chr1,165300001,165400000,1q
chr1,165400001,165500000,1q
chr1,165500001,165600000,1q
chr1,166000001,166100000,1q
chr1,166900001,167000000,1q
chr1,167000001,167100000,1q
chr1,167100001,167200000,1q
chr1,167200001,167300000,1q
chr1,167400001,167500000,1q
chr1,167600001,167700000,1q
chr1,168000001,168100000,1q
chr1,168400001,168500000,1q
chr1,168600001,168700000,1q
chr1,168700001,168800000,1q
chr1,169000001,169100000,1q
chr1,169100001,169200000,1q
chr1,169300001,169400000,1q
chr1,169500001,169600000,1q
chr1,169800001,169900000,1q
chr1,169900001,170000000,1q
chr1,170300001,170400000,1q
chr1,170700001,170800000,1q
chr1,170900001,171000000,1q
chr1,171100001,171200000,1q
chr1,171700001,171800000,1q
chr1,171800001,171900000,1q
chr1,171900001,172000000,1q
chr1,172100001,172200000,1q
chr1,172200001,172300000,1q
chr1,172400001,172500000,1q
chr1,172500001,172600000,1q
chr1,172600001,172700000,1q
chr1,175000001,175100000,1q
chr1,175300001,175400000,1q
chr1,175400001,175500000,1q
chr1,175500001,175600000,1q
chr1,175600001,175700000,1q
chr1,175700001,175800000,1q
chr1,175800001,175900000,1q
chr1,176100001,176200000,1q
chr1,176400001,176500000,1q
chr1,176500001,176600000,1q
chr1,176600001,176700000,1q
chr1,176700001,176800000,1q
chr1,176800001,176900000,1q
chr1,176900001,177000000,1q
chr1,177000001,177100000,1q
chr1,177100001,177200000,1q
chr1,177200001,177300000,1q
chr1,177500001,177600000,1q
chr1,177800001,177900000,1q
chr1,177900001,178000000,1q
chr1,178100001,178200000,1q
chr1,178400001,178500000,1q
chr1,179700001,179800000,1q
chr1,180000001,180100000,1q
chr1,180100001,180200000,1q
chr1,180200001,180300000,1q
chr1,180500001,180600000,1q
chr1,180900001,181000000,1q
chr1,181300001,181400000,1q
chr1,181500001,181600000,1q
chr1,181600001,181700000,1q
chr1,181700001,181800000,1q
chr1,182100001,182200000,1q
chr1,182600001,182700000,1q
chr1,182700001,182800000,1q
chr1,183200001,183300000,1q
chr1,183500001,183600000,1q
chr1,183800001,183900000,1q
chr1,183900001,184000000,1q
chr1,184000001,184100000,1q
chr1,184400001,184500000,1q
chr1,184500001,184600000,1q
chr1,184600001,184700000,1q
chr1,184700001,184800000,1q
chr1,184900001,185000000,1q
chr1,185400001,185500000,1q
chr1,185900001,186000000,1q
chr1,186000001,186100000,1q
chr1,186300001,186400000,1q
chr1,186400001,186500000,1q
chr1,186800001,186900000,1q
chr1,186900001,187000000,1q
chr1,187000001,187100000,1q
chr1,187200001,187300000,1q
chr1,187400001,187500000,1q
chr1,187900001,188000000,1q
chr1,188000001,188100000,1q
chr1,188100001,188200000,1q
chr1,188200001,188300000,1q
chr1,188300001,188400000,1q
chr1,188400001,188500000,1q
chr1,188500001,188600000,1q
chr1,188600001,188700000,1q
chr1,188900001,189000000,1q
chr1,189000001,189100000,1q
chr1,189500001,189600000,1q
chr1,189600001,189700000,1q
chr1,189800001,189900000,1q
chr1,189900001,190000000,1q
chr1,190000001,190100000,1q
chr1,190100001,190200000,1q
chr1,190200001,190300000,1q
chr1,190300001,190400000,1q
chr1,190400001,190500000,1q
chr1,190500001,190600000,1q
chr1,190600001,190700000,1q
chr1,190700001,190800000,1q
chr1,190800001,190900000,1q
chr1,190900001,191000000,1q
chr1,191100001,191200000,1q
chr1,191500001,191600000,1q
chr1,191600001,191700000,1q
chr1,191700001,191800000,1q
chr1,191800001,191900000,1q
chr1,192000001,192100000,1q
chr1,192100001,192200000,1q
chr1,192200001,192300000,1q
chr1,192300001,192400000,1q
chr1,192700001,192800000,1q
chr1,192900001,193000000,1q
chr1,193000001,193100000,1q
chr1,193100001,193200000,1q
chr1,193200001,193300000,1q
chr1,193300001,193400000,1q
chr1,193400001,193500000,1q
chr1,193500001,193600000,1q
chr1,193600001,193700000,1q
chr1,193900001,194000000,1q
chr1,194100001,194200000,1q
chr1,194300001,194400000,1q
chr1,194500001,194600000,1q
chr1,194700001,194800000,1q
chr1,194800001,194900000,1q
chr1,194900001,195000000,1q
chr1,195000001,195100000,1q
chr1,195300001,195400000,1q
chr1,195400001,195500000,1q
chr1,195500001,195600000,1q
chr1,195700001,195800000,1q
chr1,195800001,195900000,1q
chr1,195900001,196000000,1q
chr1,196000001,196100000,1q
chr1,196300001,196400000,1q
chr1,196400001,196500000,1q
chr1,196500001,196600000,1q
chr1,196600001,196700000,1q
chr1,197100001,197200000,1q
chr1,197300001,197400000,1q
chr1,197400001,197500000,1q
chr1,197600001,197700000,1q
chr1,197900001,198000000,1q
chr1,198100001,198200000,1q
chr1,198200001,198300000,1q
chr1,198300001,198400000,1q
chr1,198400001,198500000,1q
chr1,198500001,198600000,1q
chr1,198600001,198700000,1q
chr1,198700001,198800000,1q
chr1,198800001,198900000,1q
chr1,198900001,199000000,1q
chr1,199100001,199200000,1q
chr1,199200001,199300000,1q
chr1,199300001,199400000,1q
chr1,199500001,199600000,1q
chr1,199700001,199800000,1q
chr1,200200001,200300000,1q
chr1,201000001,201100000,1q
chr1,201100001,201200000,1q
chr1,201300001,201400000,1q
chr1,201600001,201700000,1q
chr1,201700001,201800000,1q
chr1,202200001,202300000,1q
chr1,203000001,203100000,1q
chr1,203100001,203200000,1q
chr1,204100001,204200000,1q
chr1,204200001,204300000,1q
chr1,204300001,204400000,1q
chr1,204400001,204500000,1q
chr1,204600001,204700000,1q
chr1,204700001,204800000,1q
chr1,204800001,204900000,1q
chr1,204900001,205000000,1q
chr1,205000001,205100000,1q
chr1,205500001,205600000,1q
chr1,205900001,206000000,1q
chr1,206500001,206600000,1q
chr1,206700001,206800000,1q
chr1,206800001,206900000,1q
chr1,206900001,207000000,1q
chr1,207000001,207100000,1q
chr1,207300001,207400000,1q
chr1,207400001,207500000,1q
chr1,207800001,207900000,1q
chr1,207900001,208000000,1q
chr1,208000001,208100000,1q
chr1,208100001,208200000,1q
chr1,208200001,208300000,1q
chr1,208300001,208400000,1q
chr1,208400001,208500000,1q
chr1,208500001,208600000,1q
chr1,208600001,208700000,1q
chr1,208800001,208900000,1q
chr1,209000001,209100000,1q
chr1,209200001,209300000,1q
chr1,209300001,209400000,1q
chr1,209400001,209500000,1q
chr1,209500001,209600000,1q
chr1,209600001,209700000,1q
chr1,209700001,209800000,1q
chr1,209800001,209900000,1q
chr1,210000001,210100000,1q
chr1,210200001,210300000,1q
chr1,210300001,210400000,1q
chr1,210500001,210600000,1q
chr1,210600001,210700000,1q
chr1,210700001,210800000,1q
chr1,211300001,211400000,1q
chr1,212500001,212600000,1q
chr1,212600001,212700000,1q
chr1,213300001,213400000,1q
chr1,213400001,213500000,1q
chr1,213500001,213600000,1q
chr1,213700001,213800000,1q
chr1,213800001,213900000,1q
chr1,213900001,214000000,1q
chr1,214000001,214100000,1q
chr1,214100001,214200000,1q
chr1,214200001,214300000,1q
chr1,214300001,214400000,1q
chr1,214400001,214500000,1q
chr1,214900001,215000000,1q
chr1,215000001,215100000,1q
chr1,215200001,215300000,1q
chr1,215300001,215400000,1q
chr1,215600001,215700000,1q
chr1,215700001,215800000,1q
chr1,215800001,215900000,1q
chr1,215900001,216000000,1q
chr1,216000001,216100000,1q
chr1,216200001,216300000,1q
chr1,216300001,216400000,1q
chr1,216500001,216600000,1q
chr1,216600001,216700000,1q
chr1,216700001,216800000,1q
chr1,216800001,216900000,1q
chr1,216900001,217000000,1q
chr1,217000001,217100000,1q
chr1,217100001,217200000,1q
chr1,217200001,217300000,1q
chr1,217400001,217500000,1q
chr1,217500001,217600000,1q
chr1,217700001,217800000,1q
chr1,217800001,217900000,1q
chr1,217900001,218000000,1q
chr1,218100001,218200000,1q
chr1,218200001,218300000,1q
chr1,218300001,218400000,1q
chr1,218400001,218500000,1q
chr1,218700001,218800000,1q
chr1,218800001,218900000,1q
chr1,218900001,219000000,1q
chr1,219000001,219100000,1q
chr1,219100001,219200000,1q
chr1,219200001,219300000,1q
chr1,219300001,219400000,1q
chr1,219400001,219500000,1q
chr1,220300001,220400000,1q
chr1,220500001,220600000,1q
chr1,220900001,221000000,1q
chr1,221100001,221200000,1q
chr1,221300001,221400000,1q
chr1,221400001,221500000,1q
chr1,221500001,221600000,1q
chr1,221600001,221700000,1q
chr1,221700001,221800000,1q
chr1,221800001,221900000,1q
chr1,222000001,222100000,1q
chr1,222200001,222300000,1q
chr1,222600001,222700000,1q
chr1,223200001,223300000,1q
chr1,223500001,223600000,1q
chr1,224500001,224600000,1q
chr1,224600001,224700000,1q
chr1,224700001,224800000,1q
chr1,225500001,225600000,1q
chr1,227000001,227100000,1q
chr1,227100001,227200000,1q
chr1,228000001,228100000,1q
chr1,228200001,228300000,1q
chr1,228300001,228400000,1q
chr1,228400001,228500000,1q
chr1,228800001,228900000,1q
chr1,228900001,229000000,1q
chr1,229200001,229300000,1q
chr1,229600001,229700000,1q
chr1,229800001,229900000,1q
chr1,229900001,230000000,1q
chr1,230000001,230100000,1q
chr1,230100001,230200000,1q
chr1,230200001,230300000,1q
chr1,230300001,230400000,1q
chr1,230700001,230800000,1q
chr1,230800001,230900000,1q
chr1,230900001,231000000,1q
chr1,231100001,231200000,1q
chr1,231700001,231800000,1q
chr1,231800001,231900000,1q
chr1,232200001,232300000,1q
chr1,232300001,232400000,1q
chr1,232400001,232500000,1q
chr1,232500001,232600000,1q
chr1,232600001,232700000,1q
chr1,232800001,232900000,1q
chr1,232900001,233000000,1q
chr1,233000001,233100000,1q
chr1,233200001,233300000,1q
chr1,233300001,233400000,1q
chr1,233400001,233500000,1q
chr1,233500001,233600000,1q
chr1,234200001,234300000,1q
chr1,234400001,234500000,1q
chr1,234500001,234600000,1q
chr1,234600001,234700000,1q
chr1,234900001,235000000,1q
chr1,235700001,235800000,1q
chr1,236500001,236600000,1q
chr1,236800001,236900000,1q
chr1,237300001,237400000,1q
chr1,237400001,237500000,1q
chr1,237700001,237800000,1q
chr1,238100001,238200000,1q
chr1,238300001,238400000,1q
chr1,238400001,238500000,1q
chr1,238500001,238600000,1q
chr1,238600001,238700000,1q
chr1,238700001,238800000,1q
chr1,238900001,239000000,1q
chr1,239000001,239100000,1q
chr1,239200001,239300000,1q
chr1,239300001,239400000,1q
chr1,239400001,239500000,1q
chr1,239500001,239600000,1q
chr1,239700001,239800000,1q
chr1,239800001,239900000,1q
chr1,239900001,240000000,1q
chr1,240300001,240400000,1q
chr1,240400001,240500000,1q
chr1,240900001,241000000,1q
chr1,241000001,241100000,1q
chr1,241100001,241200000,1q
chr1,241200001,241300000,1q
chr1,241300001,241400000,1q
chr1,241500001,241600000,1q
chr1,241600001,241700000,1q
chr1,243300001,243400000,1q
chr1,243400001,243500000,1q
chr1,243500001,243600000,1q
chr1,243700001,243800000,1q
chr1,243900001,244000000,1q
chr1,244000001,244100000,1q
chr1,244100001,244200000,1q
chr1,244200001,244300000,1q
chr1,246000001,246100000,1q
chr1,246100001,246200000,1q
chr1,247400001,247500000,1q
chr2,200001,300000,2p
chr2,400001,500000,2p
chr2,500001,600000,2p
chr2,700001,800000,2p
chr2,900001,1000000,2p
chr2,1200001,1300000,2p
chr2,1600001,1700000,2p
chr2,1800001,1900000,2p
chr2,1900001,2000000,2p
chr2,2100001,2200000,2p
chr2,2300001,2400000,2p
chr2,2400001,2500000,2p
chr2,2500001,2600000,2p
chr2,2600001,2700000,2p
chr2,2700001,2800000,2p
chr2,2800001,2900000,2p
chr2,2900001,3000000,2p
chr2,3100001,3200000,2p
chr2,3200001,3300000,2p
chr2,3400001,3500000,2p
chr2,4200001,4300000,2p
chr2,4300001,4400000,2p
chr2,4400001,4500000,2p
chr2,4500001,4600000,2p
chr2,4800001,4900000,2p
chr2,4900001,5000000,2p
chr2,5000001,5100000,2p
chr2,5100001,5200000,2p
chr2,5200001,5300000,2p
chr2,5300001,5400000,2p
chr2,5400001,5500000,2p
chr2,5500001,5600000,2p
chr2,5700001,5800000,2p
chr2,5900001,6000000,2p
chr2,6000001,6100000,2p
chr2,6100001,6200000,2p
chr2,6200001,6300000,2p
chr2,6400001,6500000,2p
chr2,6500001,6600000,2p
chr2,6600001,6700000,2p
chr2,6700001,6800000,2p
chr2,6800001,6900000,2p
chr2,6900001,7000000,2p
chr2,7000001,7100000,2p
